study	label	key	reference	method	subsample_ref	mean_f1	n_samples	mean_support	rank	n_combos	norm_rank	is_best
GSE124952	Astrocyte	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	500	0.8476540616246498	12	0.06833333333333333	14.0	24	0.5652173913043478	False
GSE124952	Astrocyte	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	50	0.8927015250544662	12	0.06833333333333334	2.0	24	0.043478260869565216	False
GSE124952	Astrocyte	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	100	0.8851257674787086	12	0.06833333333333334	4.0	24	0.13043478260869565	False
GSE124952	Astrocyte	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	500	0.8969907407407408	12	0.06833333333333334	1.0	24	0.0	True
GSE124952	Astrocyte	family	whole cortex	scvi	50	0.8519432773109243	12	0.06833333333333334	13.0	24	0.5217391304347826	False
GSE124952	Astrocyte	family	whole cortex	scvi	100	0.8407096171802054	12	0.06833333333333334	15.0	24	0.6086956521739131	False
GSE124952	Astrocyte	family	whole cortex	scvi	500	0.8364340180516651	12	0.06833333333333334	17.0	24	0.6956521739130435	False
GSE124952	Astrocyte	family	whole cortex	seurat	50	0.7742276600248736	12	0.06833333333333334	21.0	24	0.8695652173913043	False
GSE124952	Astrocyte	family	whole cortex	seurat	100	0.8926047758284601	12	0.06833333333333334	3.0	24	0.08695652173913043	False
GSE124952	Astrocyte	family	whole cortex	seurat	500	0.8748475466741721	12	0.06833333333333334	6.0	24	0.21739130434782608	False
GSE124952	Astrocyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	50	0.7643475487838233	12	0.06833333333333334	22.0	24	0.9130434782608695	False
GSE124952	Astrocyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	100	0.8387488328664799	12	0.06833333333333334	16.0	24	0.6521739130434783	False
GSE124952	Astrocyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	500	0.8561507936507936	12	0.06833333333333334	12.0	24	0.4782608695652174	False
GSE124952	Astrocyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	50	0.7977669999221724	12	0.06833333333333334	20.0	24	0.8260869565217391	False
GSE124952	Astrocyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	0.7447871572871573	12	0.06833333333333334	23.0	24	0.9565217391304348	False
GSE124952	Astrocyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	500	0.7366168165892768	12	0.06833333333333334	24.0	24	1.0	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	50	0.8692226890756302	12	0.06833333333333333	10.0	24	0.391304347826087	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	100	0.8735119047619048	12	0.06833333333333334	8.5	24	0.32608695652173914	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	500	0.8735119047619048	12	0.06833333333333334	8.5	24	0.32608695652173914	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	50	0.8661084529505582	12	0.06833333333333334	11.0	24	0.43478260869565216	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	100	0.8840909090909091	12	0.06833333333333334	5.0	24	0.17391304347826086	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	0.8744500139236981	12	0.06833333333333334	7.0	24	0.2608695652173913	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	50	0.8326641767818238	12	0.06833333333333334	18.0	24	0.7391304347826086	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	100	0.8133928571428571	12	0.06833333333333333	19.0	24	0.782608695652174	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	500	0.8476540616246498	12	0.06833333333333333	14.0	24	0.5652173913043478	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	50	0.8927015250544662	12	0.06833333333333334	2.0	24	0.043478260869565216	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	100	0.8851257674787086	12	0.06833333333333334	4.0	24	0.13043478260869565	False
GSE124952	Astrocyte	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	500	0.8969907407407408	12	0.06833333333333334	1.0	24	0.0	True
GSE124952	Astrocyte	subclass	whole cortex	scvi	50	0.8519432773109243	12	0.06833333333333334	13.0	24	0.5217391304347826	False
GSE124952	Astrocyte	subclass	whole cortex	scvi	100	0.8407096171802054	12	0.06833333333333334	15.0	24	0.6086956521739131	False
GSE124952	Astrocyte	subclass	whole cortex	scvi	500	0.8364340180516651	12	0.06833333333333334	17.0	24	0.6956521739130435	False
GSE124952	Astrocyte	subclass	whole cortex	seurat	50	0.7742276600248736	12	0.06833333333333334	21.0	24	0.8695652173913043	False
GSE124952	Astrocyte	subclass	whole cortex	seurat	100	0.8926047758284601	12	0.06833333333333334	3.0	24	0.08695652173913043	False
GSE124952	Astrocyte	subclass	whole cortex	seurat	500	0.8748475466741721	12	0.06833333333333334	6.0	24	0.21739130434782608	False
GSE124952	CNS macrophage	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	50	0.8444690729212517	12	0.07666666666666667	23.0	24	0.9565217391304348	False
GSE124952	CNS macrophage	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	100	0.9213859020310634	12	0.07666666666666667	14.0	24	0.5652173913043478	False
GSE124952	CNS macrophage	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	500	0.8655217045001992	12	0.07666666666666667	22.0	24	0.9130434782608695	False
GSE124952	CNS macrophage	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	50	0.9956140350877193	12	0.07666666666666667	3.5	24	0.10869565217391304	True
GSE124952	CNS macrophage	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	0.9956140350877193	12	0.07666666666666667	3.5	24	0.10869565217391304	True
GSE124952	CNS macrophage	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	500	0.9956140350877193	12	0.07666666666666667	3.5	24	0.10869565217391304	True
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	50	0.916402852751537	12	0.07666666666666667	15.0	24	0.6086956521739131	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	100	0.9455312011763625	12	0.07666666666666667	11.0	24	0.43478260869565216	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	500	0.9158303464755079	12	0.07666666666666667	16.0	24	0.6521739130434783	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	50	0.9511695906432749	12	0.07666666666666667	10.0	24	0.391304347826087	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	100	0.9956140350877193	12	0.07666666666666667	3.5	24	0.10869565217391304	True
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	0.9956140350877193	12	0.07666666666666667	3.5	24	0.10869565217391304	True
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	50	0.8908974805526529	12	0.07666666666666667	19.0	24	0.782608695652174	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	100	0.8997145641882485	12	0.07666666666666667	18.0	24	0.7391304347826086	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	500	0.888198846790178	12	0.07666666666666667	20.0	24	0.8260869565217391	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	50	0.9678362573099415	12	0.07666666666666667	8.0	24	0.30434782608695654	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	100	0.9678362573099415	12	0.07666666666666667	8.0	24	0.30434782608695654	False
GSE124952	CNS macrophage	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	500	0.9956140350877193	12	0.07666666666666667	3.5	24	0.10869565217391304	True
GSE124952	CNS macrophage	family	whole cortex	scvi	50	0.7822094508301404	12	0.07666666666666667	24.0	24	1.0	False
GSE124952	CNS macrophage	family	whole cortex	scvi	100	0.8657407407407408	12	0.07666666666666667	21.0	24	0.8695652173913043	False
GSE124952	CNS macrophage	family	whole cortex	scvi	500	0.9141325536062378	12	0.07666666666666667	17.0	24	0.6956521739130435	False
GSE124952	CNS macrophage	family	whole cortex	seurat	50	0.9435938330675172	12	0.07666666666666667	13.0	24	0.5217391304347826	False
GSE124952	CNS macrophage	family	whole cortex	seurat	100	0.9678362573099415	12	0.07666666666666667	8.0	24	0.30434782608695654	False
GSE124952	CNS macrophage	family	whole cortex	seurat	500	0.9451089845826687	12	0.07666666666666667	12.0	24	0.4782608695652174	False
GSE124952	Endothelial	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	50	0.9448600203554766	15	0.156	17.0	24	0.6956521739130435	False
GSE124952	Endothelial	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	100	0.9773847612064601	15	0.15600000000000003	12.0	24	0.4782608695652174	False
GSE124952	Endothelial	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	500	0.9820201072677133	15	0.15600000000000003	10.0	24	0.391304347826087	False
GSE124952	Endothelial	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	50	0.9967880485527545	15	0.156	3.0	24	0.08695652173913043	False
GSE124952	Endothelial	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	0.9872108843537415	15	0.156	9.0	24	0.34782608695652173	False
GSE124952	Endothelial	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	500	0.9901540013555902	15	0.15600000000000003	8.0	24	0.30434782608695654	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	50	0.9419051084064682	15	0.156	18.0	24	0.7391304347826086	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	100	0.8887193085900853	15	0.156	24.0	24	1.0	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	500	0.9010922583867168	15	0.156	23.0	24	0.9565217391304348	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	50	0.9980952380952381	15	0.156	1.5	24	0.021739130434782608	True
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	100	0.9965448504983389	15	0.156	4.5	24	0.15217391304347827	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	0.9965448504983389	15	0.156	4.5	24	0.15217391304347827	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	50	0.9070323127089494	15	0.156	22.0	24	0.9130434782608695	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	100	0.9215212274252522	15	0.15600000000000003	21.0	24	0.8695652173913043	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	500	0.9499048744014806	15	0.15600000000000003	16.0	24	0.6521739130434783	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	50	0.9712870891176615	15	0.156	15.0	24	0.6086956521739131	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	100	0.9725614242645952	15	0.156	13.5	24	0.5434782608695652	False
GSE124952	Endothelial	subclass	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	500	0.9725614242645952	15	0.15600000000000003	13.5	24	0.5434782608695652	False
GSE124952	Endothelial	subclass	whole cortex	scvi	50	0.977514739229025	15	0.156	11.0	24	0.43478260869565216	False
GSE124952	Endothelial	subclass	whole cortex	scvi	100	0.9411223995503863	15	0.156	19.0	24	0.782608695652174	False
GSE124952	Endothelial	subclass	whole cortex	scvi	500	0.9254308518850887	15	0.156	20.0	24	0.8260869565217391	False
GSE124952	Endothelial	subclass	whole cortex	seurat	50	0.9914285714285714	15	0.156	7.0	24	0.2608695652173913	False
GSE124952	Endothelial	subclass	whole cortex	seurat	100	0.994920634920635	15	0.156	6.0	24	0.21739130434782608	False
GSE124952	Endothelial	subclass	whole cortex	seurat	500	0.9980952380952381	15	0.15600000000000003	1.5	24	0.021739130434782608	True
GSE124952	GABAergic	class	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	50	0.5598856698856699	15	0.054000000000000006	24.0	24	1.0	False
GSE124952	GABAergic	class	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	100	0.7304745666382495	15	0.054000000000000006	22.0	24	0.9130434782608695	False
GSE124952	GABAergic	class	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	500	0.8609884842826019	15	0.054000000000000006	16.0	24	0.6521739130434783	False
GSE124952	GABAergic	class	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	50	0.8358574174363649	15	0.054000000000000006	17.0	24	0.6956521739130435	False
GSE124952	GABAergic	class	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	0.983955615534563	15	0.054000000000000006	1.0	24	0.0	True
GSE124952	GABAergic	class	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	500	0.9835428188369365	15	0.054000000000000006	2.0	24	0.043478260869565216	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	50	0.8193100146041323	15	0.054000000000000006	18.0	24	0.7391304347826086	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	100	0.9009382628990472	15	0.054000000000000006	11.0	24	0.43478260869565216	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	500	0.8830465250073093	15	0.054000000000000006	14.0	24	0.5652173913043478	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	50	0.9574643874643874	15	0.054000000000000006	5.0	24	0.17391304347826086	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	100	0.9523361823361823	15	0.054000000000000006	6.0	24	0.21739130434782608	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	0.9083006535947713	15	0.054000000000000006	9.0	24	0.34782608695652173	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	50	0.9050282469890313	15	0.054000000000000006	10.0	24	0.391304347826087	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	100	0.8900985579416951	15	0.054000000000000006	12.0	24	0.4782608695652174	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	500	0.8661735940167312	15	0.054000000000000006	15.0	24	0.6086956521739131	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	50	0.9753376906318082	15	0.054000000000000006	3.5	24	0.10869565217391304	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	100	0.9753376906318082	15	0.054000000000000006	3.5	24	0.10869565217391304	False
GSE124952	GABAergic	class	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	500	0.7681107200715044	15	0.054000000000000006	21.0	24	0.8695652173913043	False
GSE124952	GABAergic	class	whole cortex	scvi	50	0.6692857142857143	15	0.054000000000000006	23.0	24	0.9565217391304348	False
GSE124952	GABAergic	class	whole cortex	scvi	100	0.7828595761536938	15	0.054000000000000006	20.0	24	0.8260869565217391	False
GSE124952	GABAergic	class	whole cortex	scvi	500	0.7942835595776772	15	0.054000000000000006	19.0	24	0.782608695652174	False
GSE124952	GABAergic	class	whole cortex	seurat	50	0.889036519036519	15	0.054000000000000006	13.0	24	0.5217391304347826	False
GSE124952	GABAergic	class	whole cortex	seurat	100	0.9307977207977208	15	0.054000000000000006	7.0	24	0.2608695652173913	False
GSE124952	GABAergic	class	whole cortex	seurat	500	0.912061337355455	15	0.054000000000000006	8.0	24	0.30434782608695654	False
GSE124952	GABAergic	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	50	0.5598856698856699	15	0.054000000000000006	24.0	24	1.0	False
GSE124952	GABAergic	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	100	0.7304745666382495	15	0.054000000000000006	22.0	24	0.9130434782608695	False
GSE124952	GABAergic	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi	500	0.8609884842826019	15	0.054000000000000006	16.0	24	0.6521739130434783	False
GSE124952	GABAergic	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	50	0.8358574174363649	15	0.054000000000000006	17.0	24	0.6956521739130435	False
GSE124952	GABAergic	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	0.983955615534563	15	0.054000000000000006	1.0	24	0.0	True
GSE124952	GABAergic	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	500	0.9835428188369365	15	0.054000000000000006	2.0	24	0.043478260869565216	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	50	0.8193100146041323	15	0.054000000000000006	18.0	24	0.7391304347826086	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	100	0.9009382628990472	15	0.054000000000000006	11.0	24	0.43478260869565216	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	scvi	500	0.8830465250073093	15	0.054000000000000006	14.0	24	0.5652173913043478	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	50	0.9574643874643874	15	0.054000000000000006	5.0	24	0.17391304347826086	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	100	0.9523361823361823	15	0.054000000000000006	6.0	24	0.21739130434782608	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	0.9083006535947713	15	0.054000000000000006	9.0	24	0.34782608695652173	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	50	0.9050282469890313	15	0.054000000000000006	10.0	24	0.391304347826087	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	100	0.8900985579416951	15	0.054000000000000006	12.0	24	0.4782608695652174	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	scvi	500	0.8661735940167312	15	0.054000000000000006	15.0	24	0.6086956521739131	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	50	0.9753376906318082	15	0.054000000000000006	3.5	24	0.10869565217391304	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	100	0.9753376906318082	15	0.054000000000000006	3.5	24	0.10869565217391304	False
GSE124952	GABAergic	family	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	seurat	500	0.7681107200715044	15	0.054000000000000006	21.0	24	0.8695652173913043	False
GSE124952	GABAergic	family	whole cortex	scvi	50	0.6692857142857143	15	0.054000000000000006	23.0	24	0.9565217391304348	False
GSE124952	GABAergic	family	whole cortex	scvi	100	0.7828595761536938	15	0.054000000000000006	20.0	24	0.8260869565217391	False
GSE124952	GABAergic	family	whole cortex	scvi	500	0.7942835595776772	15	0.054000000000000006	19.0	24	0.782608695652174	False
GSE124952	GABAergic	family	whole cortex	seurat	50	0.889036519036519	15	0.054000000000000006	13.0	24	0.5217391304347826	False
GSE124952	GABAergic	family	whole cortex	seurat	100	0.9307977207977208	15	0.054000000000000006	7.0	24	0.2608695652173913	False
