"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	3.31476051759981	0.135598610086381	Inf	1	29.2949945177978	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	1.84354815027893	0.0724974648994629	Inf	1	15.5548026725617	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	1.48618201510344	0.0580808671623635	Inf	1	10.1382923017977	7.88258347483861e-14	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.74620567202914	0.069166094534414	Inf	1	14.0735725793781	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	2.2627357001205	0.0913088145161652	Inf	1	20.2356413961583	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	3.07585271960005	0.126371710428878	Inf	1	27.3476813882547	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	1.71067640079623	0.0676145925137104	Inf	1	13.5835039232466	0	"all"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.17496084213319	0.0473400237075465	Inf	1	4.00178509552114	0.00161812124351235	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.52251586758907	0.0623759047968451	Inf	1	10.2605497967967	6.3948846218409e-14	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.06963392662639	0.0860754290851661	Inf	1	17.4892330585902	0	"all"
"whole cortex seurat / whole cortex scvi"	1.15105443573623	0.0462934128548549	Inf	1	3.49787394635812	0.0110643933887319	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.29580136885659	0.0537278896693583	Inf	1	6.24964299666026	1.15034167746941e-08	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.76144927763626	0.0740562083688384	Inf	1	13.4657376705143	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	0.979653444149212	0.0399219291806773	Inf	1	-0.504438206910562	0.99964414721576	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.35935130180527	0.0577904539060625	Inf	1	7.22145536536452	1.44547707137122e-11	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	0.756021306732879	0.03129489087024	Inf	1	-6.75664165603883	3.95317556467489e-10	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.556163300633805	0.023348808815276	Inf	1	-13.9749011106402	0	"all"
