"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.23273948952114	0.0356400871796234	Inf	1	7.23727408920519	1.28712596136893e-11	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	4.23394303076397	0.129204560406718	Inf	1	47.2904820556405	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	1.37099481908374	0.0399100469452574	Inf	1	10.8393526595931	7.4718009557273e-14	"all"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.85389901378716	0.0541676900315805	Inf	1	21.1268962840017	0	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.31505385356955	0.037709015100758	Inf	1	9.55113296104229	6.45039577307216e-14	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	4.51665834162819	0.136906705353148	Inf	1	49.7425808331362	0	"all"
"whole cortex seurat / whole cortex scvi"	1.46254097916529	0.042231530993451	Inf	1	13.1660390047389	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.709344923207629	0.0210675923802602	Inf	1	-11.5627135745094	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.43630225165367	0.0750620121598846	Inf	1	28.9025277125971	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	0.788900025453705	0.0235644952214218	Inf	1	-7.93823765628601	1.69197988952874e-13	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	3.43458051498672	0.105241668238848	Inf	1	40.268375631109	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	1.11215291692838	0.0326810837505317	Inf	1	3.61736164555478	0.00720383359780474	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.323810407726803	0.00995363345287533	Inf	1	-36.6828532587022	0	"all"
