"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	0.264924583392574	0.00887843833100438	Inf	1	-39.6355735800704	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	0.707152907942149	0.0224891330573414	Inf	1	-10.895679851135	7.74935671188359e-14	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.130507904959385	0.00460825636269185	Inf	1	-57.6695455324035	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.999963341051605	0.031390490865535	Inf	1	-0.00116781469282805	1	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.999969002395993	0.0313907003947486	Inf	1	-0.000987461993093149	1	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	0.26492393163037	0.00887841982349246	Inf	1	-39.6356321011761	0	"all"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.184554010163331	0.00656649770450437	Inf	1	-47.4928648142647	0	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.41406947467917	0.0449704632866891	Inf	1	10.894596554811	7.90478793533111e-14	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.41407748050694	0.0449707621530221	Inf	1	10.8947638549568	7.90478793533111e-14	"all"
"whole cortex seurat / whole cortex scvi"	0.37463457854018	0.0126755565592709	Inf	1	-29.0178814208417	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	7.66209021103206	0.270548404313093	Inf	1	57.6687858354029	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	7.66213359035372	0.270550137828867	Inf	1	57.6689031606017	0	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	2.02994547887974	0.0742356075096307	Inf	1	19.3602448315632	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.00000566155193	0.0313916451968304	Inf	1	0.000180352699765592	1	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	0.264933643819147	0.0088786956119024	Inf	1	-39.6347600595041	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.264932143892055	0.00887865301980084	Inf	1	-39.6348947346157	0	"all"
