label	key	metric	mean	std
L2/3-6 IT	subclass	f1_score	0.9908212705657229	0.031790695202090734
L2/3-6 IT	subclass	precision	0.9949726122342116	0.016734995432754377
L2/3-6 IT	subclass	recall	0.9879990712377196	0.04142359721241071
L5 ET	subclass	f1_score	0.678082191780822	0.4567132707390967
L5 ET	subclass	precision	0.9272727272727272	0.2620817977022988
L5 ET	subclass	recall	0.6689497716894978	0.45937856464135696
L5/6 NP	subclass	f1_score	0.9572871572871573	0.19605665597284838
L5/6 NP	subclass	precision	1.0	0.0
L5/6 NP	subclass	recall	0.9552669552669553	0.1994434609745835
L6 CT	subclass	f1_score	0.8485244513635681	0.28694811805304526
L6 CT	subclass	precision	0.950453514739229	0.15756063267885279
L6 CT	subclass	recall	0.8468103750438135	0.30568363060090387
L6b	subclass	f1_score	0.8425163192690868	0.28321270364138995
L6b	subclass	precision	0.9263636936255983	0.18557130080328785
L6b	subclass	recall	0.8594403444034441	0.29544780900826156
LAMP5	class	f1_score	0.9173422662708648	0.17843730554173237
LAMP5	class	precision	0.9734617010646066	0.10623141300440865
LAMP5	class	recall	0.9027682663074588	0.20387522000401914
LAMP5	subclass	f1_score	0.9173422662708648	0.17843730554173237
LAMP5	subclass	precision	0.9734617010646066	0.10623141300440865
LAMP5	subclass	recall	0.9027682663074588	0.20387522000401914
Microglia	class	f1_score	0.978496565440269	0.12323875248417072
Microglia	class	precision	0.9949006977992486	0.055049625102413575
Microglia	class	recall	0.9760871586647243	0.12908688675992255
Microglia	family	f1_score	0.9800007470651861	0.12266538062969365
Microglia	family	precision	0.9975845410628019	0.04914731871829905
Microglia	family	recall	0.9760871586647243	0.12908688675992255
Microglia	subclass	f1_score	0.978496565440269	0.12323875248417072
Microglia	subclass	precision	0.9949006977992486	0.055049625102413575
Microglia	subclass	recall	0.9760871586647243	0.12908688675992255
Non-neuron	class	f1_score	1.0	0.0
Non-neuron	class	precision	1.0	0.0
Non-neuron	class	recall	1.0	0.0
Non-neuron	family	f1_score	0.9938271604938271	0.04536092116265147
Non-neuron	family	precision	0.9907407407407407	0.06804138174397718
Non-neuron	family	recall	1.0	0.0
Non-neuron	global	f1_score	0.9984886762745877	0.011415738378757371
Non-neuron	global	precision	0.9989024240693113	0.007722022791577868
Non-neuron	global	recall	0.9981645883491	0.01581005699241042
Non-neuron	subclass	f1_score	1.0	0.0
Non-neuron	subclass	precision	1.0	0.0
Non-neuron	subclass	recall	1.0	0.0
OPC	class	f1_score	0.995316522235258	0.0487312353672758
OPC	class	precision	0.997086606808829	0.04674485170186298
OPC	class	recall	0.9941254475976699	0.05388045706599343
OPC	family	f1_score	0.9955516780259693	0.04861117063975911
OPC	family	precision	0.9975308641975309	0.04624089850902255
OPC	family	recall	0.9941254475976699	0.05388045706599343
OPC	subclass	f1_score	0.995316522235258	0.0487312353672758
OPC	subclass	precision	0.997086606808829	0.04674485170186298
OPC	subclass	recall	0.9941254475976699	0.05388045706599343
Oligodendrocyte	class	f1_score	0.9927443292618928	0.04226225349054335
Oligodendrocyte	class	precision	0.9899445682857375	0.05508128558655041
Oligodendrocyte	class	recall	0.9973789917338781	0.0322520159548629
Oligodendrocyte	family	f1_score	0.9928474592527813	0.0413708012203397
Oligodendrocyte	family	precision	0.9903074038686376	0.05300460431275959
Oligodendrocyte	family	recall	0.9973789917338781	0.0322520159548629
Oligodendrocyte	subclass	f1_score	0.9927443292618928	0.04226225349054335
Oligodendrocyte	subclass	precision	0.9899445682857375	0.05508128558655041
Oligodendrocyte	subclass	recall	0.9973789917338781	0.0322520159548629
PAX6	class	f1_score	0.8615023474178404	0.2993457356283122
PAX6	class	precision	0.8762254901960784	0.2752552889593365
PAX6	class	recall	0.9154929577464789	0.28012644457404984
PAX6	subclass	f1_score	0.8615023474178404	0.2993457356283122
PAX6	subclass	precision	0.8762254901960784	0.2752552889593365
PAX6	subclass	recall	0.9154929577464789	0.28012644457404984
PVALB	class	f1_score	0.8994666534619818	0.1701543334460683
PVALB	class	precision	0.9717010767010766	0.085684155669902
PVALB	class	recall	0.8692724500202179	0.20342403558749583
PVALB	subclass	f1_score	0.8994666534619818	0.1701543334460683
PVALB	subclass	precision	0.9717010767010766	0.085684155669902
PVALB	subclass	recall	0.8692724500202179	0.20342403558749583
Pericyte	subclass	f1_score	0.0	0.0
Pericyte	subclass	recall	0.0	0.0
SNCG	class	f1_score	0.7525004061427902	0.3435847186119664
SNCG	class	precision	0.8677083333333334	0.26529462819645916
SNCG	class	recall	0.7682119205298014	0.36296506168446613
SNCG	subclass	f1_score	0.7525004061427902	0.3435847186119664
SNCG	subclass	precision	0.8677083333333334	0.26529462819645916
SNCG	subclass	recall	0.7682119205298014	0.36296506168446613
SST	class	f1_score	0.9316545709147386	0.16076136222157905
SST	class	precision	0.9379891450813437	0.15085090448904245
SST	class	recall	0.9537335976588314	0.15704393869888575
SST	subclass	f1_score	0.9316545709147386	0.16076136222157905
SST	subclass	precision	0.9379891450813437	0.15085090448904245
SST	subclass	recall	0.9537335976588314	0.15704393869888575
VIP	class	f1_score	0.9438081209569795	0.12400690222371215
VIP	class	precision	0.9747372742200329	0.08829567429466673
VIP	class	recall	0.9334126005459608	0.14717021251678322
VIP	subclass	f1_score	0.9438081209569795	0.12400690222371215
VIP	subclass	precision	0.9747372742200329	0.08829567429466673
VIP	subclass	recall	0.9334126005459608	0.14717021251678322
VLMC	subclass	f1_score	0.8186672302056918	0.2488896891676163
VLMC	subclass	precision	0.7693681318681319	0.3077352724673201
VLMC	subclass	recall	0.9615384615384616	0.1670433149812936
Vascular	class	f1_score	0.979252907268877	0.08934195703940348
Vascular	class	precision	0.9880133276685	0.06282234345008478
Vascular	class	recall	0.9806726303210679	0.10012413730608218
Vascular	family	f1_score	0.9799087302041117	0.08911317525403811
Vascular	family	precision	0.9892759539311263	0.06164497178954955
Vascular	family	recall	0.9806726303210679	0.10012413730608218
Vascular	subclass	f1_score	0.9529914529914529	0.12651836857091128
Vascular	subclass	precision	0.9461538461538461	0.16197165743970512
Vascular	subclass	recall	0.9786324786324786	0.09504913456579393
deep layer non-IT	class	f1_score	0.9207708987881414	0.17011026660004608
deep layer non-IT	class	precision	0.9243825316464542	0.1632309253264816
deep layer non-IT	class	recall	0.9492330768646559	0.16124088674273265
