"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	2.46094999889942	0.0787576906851681	Inf	1	28.1395027734397	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.88643725039858	0.0924536890695896	Inf	1	33.0942959454073	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	2.1530644316797	0.068731164872222	Inf	1	24.0235736162953	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	1.71107995663178	0.0543850012686776	Inf	1	16.8992062020579	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.86785999577332	0.0597638670234791	Inf	1	19.5272935586927	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	2.18837040152727	0.0703399775538315	Inf	1	24.365062426855	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.56672985938881	0.0825393729008381	Inf	1	29.3130818774982	0	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	1.91458683718732	0.0614072400906965	Inf	1	20.2505060983854	0	"all"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.09162636645581	0.0351536815502609	Inf	1	2.72237274684861	0.115789642721305	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.27894105301486	0.0412746382181737	Inf	1	7.62359145401017	7.39408534400354e-13	"all"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.50006424272619	0.0483208680078625	Inf	1	12.58851464235	0	"all"
"whole cortex seurat / whole cortex scvi"	1.11893475799701	0.0361060557173317	Inf	1	3.482592249644	0.0116741829662528	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.17159230696048	0.037985507726706	Inf	1	4.88443581156048	2.84616537905569e-05	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.37415537845284	0.0444531127078393	Inf	1	9.82519600358136	8.14903700074865e-14	"all"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	1.02501624400101	0.0332403068762476	Inf	1	0.761923565747283	0.994935163623844	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.1728955288362	0.0379495616794804	Inf	1	4.9288607177229	2.27298853885394e-05	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	0.874891579529282	0.0284172110607132	Inf	1	-4.1148972893041	0.00101017260774838	"all"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.745924558513228	0.0241712521946681	Inf	1	-9.0460134082042	1.07025499573865e-13	"all"
