method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count	weighted_precision_mean	weighted_precision_std	weighted_recall_mean	weighted_recall_std
scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7535302522470836	0.14039557086874435	243	0.9463377799133021	0.056871599188526835	0.6844512600722159	0.15525542906803266
scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.8754760942112453	0.10068367888106086	243	0.9660905097040179	0.06277703141694599	0.8256844003995177	0.11059853656957176
scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8913128850222255	0.06847969841537781	243	0.9540091865357349	0.022704079819446474	0.8538116106126763	0.09655548659763985
scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6385250717449931	0.18406300207916143	243	0.8865710151056917	0.09211839045926605	0.6156112861853101	0.1910577447821414
scvi	0.15	whole cortex	class	0.8218356473392696	0.11053562318923275	243	0.9426924969103346	0.061314593793180064	0.764193932322283	0.11636713380058462
scvi	0.15	whole cortex	family	0.9187641676583634	0.09701597918934311	243	0.9763393941664837	0.05065473201378572	0.8892138063707448	0.0917438567770453
scvi	0.15	whole cortex	global	0.9424138564051706	0.0377764285523858	243	0.9730177024630347	0.019724693028954077	0.9173023893031591	0.05088998366994032
scvi	0.15	whole cortex	subclass	0.73108988072802	0.1485596368860083	243	0.9277661560297359	0.06176291962147517	0.714014288491958	0.1483395337572058
scvi	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.6947936392462079	0.21810608461330014	243	0.9257877002220066	0.05883955567531372	0.6412259875603147	0.2411093494292338
scvi	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.773241947163407	0.16799830781344283	243	0.9590565515486884	0.059075009645497105	0.7065217892247122	0.21494184298601157
scvi	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.764935060971916	0.20777710991821433	243	0.9295286962930194	0.035445665152432075	0.7357425583983043	0.23427363281759692
scvi	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.6169312353206986	0.23606023692835595	243	0.9209209714650439	0.0718039163510271	0.5864439915635209	0.24429558579654245
scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8028050293509661	0.16231747897022242	243	0.9571028347113855	0.042918555469443995	0.7507222876391456	0.1629562641171408
scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9271990769702915	0.07527735760773557	243	0.9702320063643305	0.0540512465819729	0.9035053986555441	0.06912566791463373
scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9405364439885056	0.03959742552524506	243	0.9623549333539221	0.020542143352953235	0.9319627748921211	0.048412785109619785
scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.7410007817697261	0.17263638316811278	243	0.9466355536001176	0.05117532224008356	0.7225884015971159	0.17168583213960473
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.7852941522665382	0.11855826217445543	243	0.9486197728223387	0.0604495791042516	0.7074778614861404	0.12798519033363454
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.8807461647824698	0.11386564099302168	243	0.9789626978567013	0.04878597143036692	0.8271579997414185	0.12269693833010198
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9017156141506578	0.06333099812928802	243	0.9684394266825082	0.024997413709954213	0.8488259168915222	0.09135519977243771
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.6705290088997174	0.15065089971341644	243	0.9092307241933189	0.07122046134725675	0.643577911729745	0.15451830822327872
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.6508330367077284	0.180723214247807	243	0.9523383322626282	0.047849385183216464	0.5611511402430102	0.18498519732678498
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.789175186690125	0.12505501807259545	243	0.9759216901126845	0.04889485051303492	0.6895855477268554	0.1540472868347599
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8044670174794227	0.10425908700714007	243	0.9636454962947768	0.02212318157712278	0.7049170661837755	0.14395643104920053
scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.5672179520529265	0.201148040081379	243	0.876882145939908	0.09781473799772453	0.5115291589102932	0.20377294964616627
scvi	0.2	whole cortex	class	0.763267854534154	0.1270785107404434	243	0.9476063630747479	0.057802325761023114	0.6745441996700718	0.13438219340440938
scvi	0.2	whole cortex	family	0.8570513798083139	0.12778964125812045	243	0.9803803337804575	0.04658413725358837	0.7903086030367688	0.13876381639907784
scvi	0.2	whole cortex	global	0.8788883001692062	0.07074390321546596	243	0.9752060505834519	0.02165475865239525	0.8080793207543351	0.1046888763618751
scvi	0.2	whole cortex	subclass	0.6812861835001229	0.15449338556923933	243	0.9388898676015086	0.058300974305524965	0.6361594394739584	0.15390144764366326
scvi	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.69308374601136	0.2186733934060576	243	0.9292762252959332	0.05649321273919537	0.6366529503635945	0.24106776027798235
scvi	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.7676134894339715	0.1666714556991182	243	0.9594227099438329	0.05876780302035861	0.6982248956437097	0.21350998071689095
scvi	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.7602083724045432	0.20786787926838057	243	0.9307808955774178	0.03558098205587361	0.7273568601553518	0.23372080902223283
scvi	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.6153013664777042	0.23691870590967215	243	0.921814580817746	0.07157756588697335	0.584037073070454	0.24517118739206792
scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.7990209006542387	0.1624654319113747	243	0.9580795865275133	0.04266164781186984	0.7447500895575574	0.16350486002352235
scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9230670071044939	0.07484672255125999	243	0.9717550642418417	0.05319631458070728	0.8949955193151529	0.07003556603009303
scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9375922416798151	0.04169637811661054	243	0.9651751912388603	0.019960064634521203	0.9234016430296164	0.05315795023192137
scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.7379225650424874	0.17334203765112763	243	0.9502490230778479	0.049350835919544804	0.7180568365475797	0.17241461940103042
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.7048854738221334	0.14546341292732423	243	0.9525154526828957	0.055296480755918836	0.6022255874280102	0.15298216231009257
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.8037824215263687	0.14979473440587096	243	0.982675324720855	0.044511185484106694	0.715072093557578	0.16490498459258446
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.8207215952306709	0.11322342200647952	243	0.9703939446037505	0.02691076820633187	0.7273883268838833	0.14458810286682497
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.6078687435490976	0.1617997093329806	243	0.9112738363400683	0.06969198128253103	0.5520801015591932	0.16384083363182883
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.5287590605734163	0.20076833539726538	243	0.9574635348705638	0.04163689439656951	0.4317271517925567	0.18593379160636928
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.6811375704491006	0.15289932764224629	243	0.9847164802314504	0.032465478629630895	0.5487400895775376	0.17384306952524975
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.6899123423905954	0.1397300098593105	243	0.9701673448767141	0.02166660702233592	0.5543218629883808	0.16784649630865242
scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.47163934211121117	0.2051220478003164	243	0.8634374392215495	0.11002837989792788	0.3975353969605026	0.19303120323509942
scvi	0.25	whole cortex	class	0.6802557421429113	0.1515516853622894	243	0.9517955465896348	0.055056543045579845	0.5701848042244944	0.15531611743441223
scvi	0.25	whole cortex	family	0.7720377304477133	0.16892311023742623	243	0.9830432570350482	0.04373199669142447	0.6782749948477981	0.18306232511437304
scvi	0.25	whole cortex	global	0.7873970358200144	0.13187136607046282	243	0.9758213404909921	0.024533880811396225	0.6874929255497276	0.16495797167475143
scvi	0.25	whole cortex	subclass	0.6101239186532941	0.16458120918484728	243	0.9487726838849351	0.056281057551420294	0.5448529214569083	0.16410686020888055
scvi	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.4744351696898526	0.27050297725702616	243	0.9450494318249044	0.04822389757654342	0.4027574682022668	0.2729069505786007
scvi	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.5250199700742753	0.26285029923515285	243	0.9813996483026108	0.03881103798246002	0.4448035044523113	0.27250747581048035
scvi	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.5365112297531052	0.295625839751324	243	0.9764323261878326	0.02494739086860757	0.46464078240608997	0.2943541184772898
scvi	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.4505960083263248	0.2747010622285979	243	0.9248159207558433	0.11990066951694676	0.4024057939374674	0.27311029672522713
scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.6960485799756166	0.18286838798720037	243	0.9620859085554798	0.040896568748670814	0.6065718551923066	0.19787461342348406
scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.8043836093339927	0.10405272099726771	243	0.9815819589883612	0.04448972127369601	0.7143100895939436	0.13656887514813548
scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.830243575575668	0.10251627879898825	243	0.9894494583513139	0.009006042732689783	0.7395357953378778	0.1469057520160348
scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.6517997556162928	0.195042484558683	243	0.9723293761582007	0.04036291831993402	0.5998449175031486	0.20360944995364594
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.3691105140923157	0.17610395596612402	243	0.9608887241912645	0.0594805379993223	0.273595613690442	0.15147477780670568
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.46766841536770243	0.2144888502433319	243	0.9950756344502565	0.023911941405728214	0.3496373439634808	0.1859334437434317
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.46863309654546237	0.21437813307901463	243	0.9703438052846031	0.05761347541068062	0.3497229497518983	0.18580905198220152
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.3300861313149376	0.17081108844339915	243	0.9117190261380963	0.11578483548096369	0.2610250120940868	0.15059646454289016
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.1526841853994532	0.14753710162338665	243	0.9607124111026667	0.06263305814555652	0.1170611488634899	0.12781652553559578
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.30468910024126705	0.17771699286066037	243	0.9952386487753998	0.025855862210347285	0.20356619962355657	0.149312023755594
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.3074606479975169	0.17766437635607749	243	0.9877951151018524	0.056753702470341894	0.20360582755822973	0.14927304297518756
scvi	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.15348442228856018	0.14946124178874617	243	0.8331541796832834	0.1859913421554896	0.11469650509036894	0.12782117297751225
scvi	0.5	whole cortex	class	0.34007325757083806	0.18193712623950856	243	0.9547547720471082	0.0689431701731679	0.24875157154091823	0.15552581103781865
scvi	0.5	whole cortex	family	0.42388393749720443	0.22262551136615666	243	0.9929176667538449	0.03623366836079508	0.31762347194097174	0.193534844657201
scvi	0.5	whole cortex	global	0.42434210660972693	0.22262942664114443	243	0.97186107502688	0.05027683836179092	0.31766631444579085	0.19347668237691173
scvi	0.5	whole cortex	subclass	0.311278756098254	0.1790633008789213	243	0.9491190416700669	0.09470159778277928	0.24323017466008148	0.1568862125834194
scvi	0.75	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.22213527940716662	0.24705604407665888	243	0.949536976476226	0.1373104130185154	0.17977368873954472	0.21917227737319375
scvi	0.75	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.25504880401622254	0.26400495699723936	243	0.9946050566817948	0.01724186098388628	0.20800138128530518	0.23527423475418563
scvi	0.75	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.2656791621132954	0.27937224262595634	243	0.9969461323516404	0.009590573007459177	0.21280818464816872	0.2436777645256264
scvi	0.75	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.22150825258058998	0.24644604693494326	243	0.9977800420284784	0.013606961187293772	0.17976983913586142	0.21917294663092762
scvi	0.75	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.46185919421521315	0.21349370873855797	243	0.9692652963039375	0.03458813454884925	0.3500430876485229	0.20618026645989868
scvi	0.75	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.5176535244781918	0.19806178030044538	243	0.9883949088067076	0.03337571098711956	0.3960897740938521	0.2035615530586454
scvi	0.75	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.537326394329584	0.20232972801854074	243	0.9989162453406684	0.0024865248398060523	0.404484931162036	0.20743390004958304
scvi	0.75	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.44285083993567936	0.2135131146363205	243	0.9845732144460005	0.02438841760599655	0.34903134441663825	0.20680936422108598
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.1766156348118594	0.14131047282695472	243	0.9394718966750123	0.17642413046963562	0.1216611459124781	0.11963350499661918
