label	method	cutoff	reference	key	subsample_ref	label_f1_mean	label_f1_std	label_f1_count
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	100	0.8176394360067804	0.2023252223100736	64
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	500	0.8878867638933687	0.18987039497333744	64
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	50	0.7083871690717573	0.21656080243390316	64
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	100	0.8176394360067804	0.2023252223100736	64
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	500	0.8878867638933687	0.18987039497333744	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	50	0.8867825053384519	0.18601681366207987	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	100	0.898408518116597	0.1815820046188642	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	500	0.8952783774165557	0.18036919260741938	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	50	0.8867825053384519	0.18601681366207987	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	100	0.898408518116597	0.1815820046188642	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	500	0.8952783774165557	0.18036919260741938	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	50	0.8867825053384519	0.18601681366207987	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	100	0.898408518116597	0.1815820046188642	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	500	0.8952783774165557	0.18036919260741938	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	50	0.7062594845873013	0.26565475551616324	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	100	0.7301039338512597	0.2316617179105704	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	500	0.8449403143060329	0.1954464723573897	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	50	0.7062594845873013	0.26565475551616324	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	100	0.7301039338512597	0.2316617179105704	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	500	0.8449403143060329	0.1954464723573897	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	50	0.7062594845873013	0.26565475551616324	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	100	0.7301039338512597	0.2316617179105704	64
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	500	0.8449403143060329	0.1954464723573897	64
Astrocyte	scvi	0.05	whole cortex	class	50	0.8807217479933547	0.18271967589311439	64
Astrocyte	scvi	0.05	whole cortex	class	100	0.9012923194915319	0.18288947738485245	64
Astrocyte	scvi	0.05	whole cortex	class	500	0.8475154034826913	0.19509070132983122	64
Astrocyte	scvi	0.05	whole cortex	family	50	0.8807217479933547	0.18271967589311439	64
Astrocyte	scvi	0.05	whole cortex	family	100	0.9012923194915319	0.18288947738485245	64
Astrocyte	scvi	0.05	whole cortex	family	500	0.8475154034826913	0.19509070132983122	64
Astrocyte	scvi	0.05	whole cortex	subclass	50	0.8807217479933547	0.18271967589311439	64
Astrocyte	scvi	0.05	whole cortex	subclass	100	0.9012923194915319	0.18288947738485245	64
Astrocyte	scvi	0.05	whole cortex	subclass	500	0.8475154034826913	0.19509070132983122	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	50	0.7083871690717573	0.21656080243390313	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	100	0.8176394360067804	0.20232522231007352	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	500	0.8878867638933687	0.1898703949733374	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	50	0.7083871690717573	0.21656080243390313	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	100	0.8176394360067804	0.20232522231007352	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	500	0.8878867638933687	0.1898703949733374	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	50	0.7083871690717573	0.21656080243390313	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	100	0.8176394360067804	0.20232522231007352	64
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	500	0.8878867638933687	0.1898703949733374	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	50	0.8867825053384519	0.18601681366207987	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	100	0.898408518116597	0.1815820046188642	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	500	0.8952783774165557	0.18036919260741938	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	50	0.8867825053384519	0.18601681366207987	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	100	0.898408518116597	0.1815820046188642	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	500	0.8952783774165557	0.18036919260741938	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	50	0.8867825053384519	0.18601681366207987	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	100	0.898408518116597	0.1815820046188642	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	500	0.8952783774165557	0.18036919260741938	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	50	0.7062594845873013	0.26565475551616324	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	100	0.7301039338512597	0.23166171791057036	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	500	0.8449403143060329	0.1954464723573897	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	50	0.7062594845873013	0.26565475551616324	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	100	0.7301039338512597	0.23166171791057036	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	500	0.8449403143060329	0.1954464723573897	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	50	0.7062594845873013	0.26565475551616324	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	100	0.7301039338512597	0.23166171791057036	64
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	500	0.8449403143060329	0.1954464723573897	64
Astrocyte	scvi	0.1	whole cortex	class	50	0.8807217479933547	0.1827196758931144	64
Astrocyte	scvi	0.1	whole cortex	class	100	0.9012923194915319	0.18288947738485237	64
Astrocyte	scvi	0.1	whole cortex	class	500	0.8475154034826913	0.19509070132983125	64
Astrocyte	scvi	0.1	whole cortex	family	50	0.8807217479933547	0.1827196758931144	64
Astrocyte	scvi	0.1	whole cortex	family	100	0.9012923194915319	0.18288947738485237	64
Astrocyte	scvi	0.1	whole cortex	family	500	0.8475154034826913	0.19509070132983125	64
Astrocyte	scvi	0.1	whole cortex	subclass	50	0.8807217479933547	0.1827196758931144	64
Astrocyte	scvi	0.1	whole cortex	subclass	100	0.9012923194915319	0.18288947738485237	64
Astrocyte	scvi	0.1	whole cortex	subclass	500	0.8475154034826913	0.19509070132983125	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	50	0.7119933554657726	0.21439196699519822	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	100	0.8233421360598093	0.20116243115825275	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	500	0.8904656682317839	0.18783154408329014	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	50	0.7119933554657726	0.21439196699519822	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	100	0.8233421360598093	0.20116243115825275	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	500	0.8904656682317839	0.18783154408329014	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	50	0.7119933554657726	0.21439196699519822	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	100	0.8233421360598093	0.20116243115825275	64
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	500	0.8904656682317839	0.18783154408329014	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	50	0.889997434623338	0.18375523796128884	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	100	0.8965978288059077	0.18063028763755504	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	500	0.8938579228711011	0.17988871829065486	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	50	0.889997434623338	0.18375523796128884	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	100	0.8965978288059077	0.18063028763755504	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	500	0.8938579228711011	0.17988871829065486	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	50	0.889997434623338	0.18375523796128884	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	100	0.8965978288059077	0.18063028763755504	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	500	0.8938579228711011	0.17988871829065486	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	50	0.6663032857485446	0.27425125837283165	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	100	0.6825425771982656	0.2644916226721795	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	500	0.8411574308221796	0.1939201705846501	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	50	0.6663032857485446	0.27425125837283165	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	100	0.6825425771982656	0.2644916226721795	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	500	0.8411574308221796	0.1939201705846501	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	50	0.6663032857485446	0.27425125837283165	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	100	0.6825425771982656	0.2644916226721795	64
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	500	0.8411574308221796	0.1939201705846501	64
Astrocyte	scvi	0.15	whole cortex	class	50	0.8801482270774897	0.18263409782827641	64
Astrocyte	scvi	0.15	whole cortex	class	100	0.9022693372654247	0.18416800944356887	64
Astrocyte	scvi	0.15	whole cortex	class	500	0.8475154034826913	0.19509070132983125	64
Astrocyte	scvi	0.15	whole cortex	family	50	0.8801482270774897	0.18263409782827641	64
Astrocyte	scvi	0.15	whole cortex	family	100	0.9022693372654247	0.18416800944356887	64
Astrocyte	scvi	0.15	whole cortex	family	500	0.8475154034826913	0.19509070132983125	64
Astrocyte	scvi	0.15	whole cortex	subclass	50	0.8801482270774897	0.18263409782827641	64
Astrocyte	scvi	0.15	whole cortex	subclass	100	0.9022693372654247	0.18416800944356887	64
Astrocyte	scvi	0.15	whole cortex	subclass	500	0.8475154034826913	0.19509070132983125	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	50	0.7349276975273366	0.21724578184234386	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	100	0.8245402226840554	0.20082550730906462	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	500	0.8933204169644109	0.18637852751304002	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	50	0.7349276975273366	0.21724578184234386	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	100	0.8245402226840554	0.20082550730906462	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	500	0.8933204169644109	0.18637852751304002	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	50	0.7349276975273366	0.21724578184234386	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	100	0.8245402226840554	0.20082550730906462	64
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	500	0.8933204169644109	0.18637852751304002	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	50	0.8862619295526939	0.18260439863491912	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	100	0.8940051404766575	0.18287900784022193	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	500	0.894277822040418	0.17992960779262435	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	50	0.8862619295526939	0.18260439863491912	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	100	0.8940051404766575	0.18287900784022193	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	500	0.894277822040418	0.17992960779262435	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	50	0.8862619295526939	0.18260439863491912	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	100	0.8940051404766575	0.18287900784022193	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	500	0.894277822040418	0.17992960779262435	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	50	0.4584992876889126	0.3497174054212845	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	100	0.5592016612394382	0.3091125193436398	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	500	0.7902322755824146	0.21978486679835293	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	50	0.4584992876889126	0.3497174054212845	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	100	0.5592016612394382	0.3091125193436398	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	500	0.7902322755824146	0.21978486679835293	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	50	0.4584992876889126	0.3497174054212845	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	100	0.5592016612394382	0.3091125193436398	64
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	500	0.7902322755824146	0.21978486679835293	64
Astrocyte	scvi	0.2	whole cortex	class	50	0.8758771843127469	0.18265276358219223	64
Astrocyte	scvi	0.2	whole cortex	class	100	0.8950148765620871	0.19102596883313241	64
Astrocyte	scvi	0.2	whole cortex	class	500	0.8437951653874531	0.20256598146731183	64
Astrocyte	scvi	0.2	whole cortex	family	50	0.8758771843127469	0.18265276358219223	64
Astrocyte	scvi	0.2	whole cortex	family	100	0.8950148765620871	0.19102596883313241	64
Astrocyte	scvi	0.2	whole cortex	family	500	0.8437951653874531	0.20256598146731183	64
Astrocyte	scvi	0.2	whole cortex	subclass	50	0.8758771843127469	0.18265276358219223	64
Astrocyte	scvi	0.2	whole cortex	subclass	100	0.8950148765620871	0.19102596883313241	64
Astrocyte	scvi	0.2	whole cortex	subclass	500	0.8437951653874531	0.20256598146731183	64
Astrocyte	scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	50	0.7320304481411165	0.2253334787672755	64
Astrocyte	scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	100	0.8226559928146281	0.20523898632174195	64
Astrocyte	scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	50	0.7320304481411165	0.2253334787672755	64
Astrocyte	scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	100	0.8226559928146281	0.20523898632174195	64
Astrocyte	scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	50	0.7320304481411165	0.2253334787672755	64
Astrocyte	scvi	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	100	0.8226559928146281	0.20523898632174195	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	50	0.8865659241851183	0.18064132160362242	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	100	0.8824696780266259	0.19110968333242467	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	50	0.8865659241851183	0.18064132160362242	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	100	0.8824696780266259	0.19110968333242467	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	50	0.8865659241851183	0.18064132160362242	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	100	0.8824696780266259	0.19110968333242467	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	50	0.22710049796073528	0.27533368722679696	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	100	0.39584730375636895	0.30988863101284997	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	50	0.22710049796073528	0.27533368722679696	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	100	0.39584730375636895	0.30988863101284997	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	50	0.22710049796073528	0.27533368722679696	64
Astrocyte	scvi	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	100	0.39584730375636895	0.30988863101284997	64
Astrocyte	scvi	0.25	whole cortex	class	50	0.8538913732361432	0.1934643173758985	64
Astrocyte	scvi	0.25	whole cortex	class	100	0.8877960129405639	0.19047662468192864	64
Astrocyte	scvi	0.25	whole cortex	family	50	0.8538913732361432	0.1934643173758985	64
Astrocyte	scvi	0.25	whole cortex	family	100	0.8877960129405639	0.19047662468192864	64
Astrocyte	scvi	0.25	whole cortex	subclass	50	0.8538913732361432	0.1934643173758985	64
Astrocyte	scvi	0.25	whole cortex	subclass	100	0.8877960129405639	0.19047662468192864	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	50	0.4222745588394355	0.3385446839122255	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	100	0.5057927854343078	0.3178212305463574	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	500	0.8118359752208845	0.21650115300697467	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	50	0.4222745588394355	0.3385446839122255	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	100	0.5057927854343078	0.3178212305463574	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	500	0.8118359752208845	0.21650115300697467	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	50	0.4222745588394355	0.3385446839122255	64
Astrocyte	scvi	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	100	0.5057927854343078	0.3178212305463574	64
