query	reference	label	f1_score	accuracy	precision	recall	support	weighted_f1	weighted_precision	weighted_recall	key	cutoff	ref_region	disease	sex	dev_stage	query_region	treatment	genotype	strain	age	method	organism	census_version	subsample_ref	subsample_query	remove_unknown	ref_split	integration_method	dims	max_features	k_anchor	k_score	k_weight	normalization_method	subset_type	batch_correct	nmads	region_match	reference_acronym	study	disease_state
lim H4161Cin	Human Multiple Cortical Areas SMART-seq	Glia	0.6111111111111112	0.44	1.0	0.44	0.0293312475557293	0.552867012180135	0.8300347443101679	0.5138834571763786	subclass	0.05	multiple regions	HD	male	late adult	cingulate cortex				56.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	HMCAS	lim	Disease
lim C5596Cin	Dissection Angular gyrus AnG	Glia	0.3404255319148936	0.2051282051282051	1.0	0.2051282051282051	0.0157448526443278	0.6900495770629732	0.8417641327628738	0.7081146548243843	subclass	0.05	angular gyrus	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Control
lim C5227Cin	Dissection Angular gyrus AnG	Glia	0.4957264957264957	0.3295454545454545	1.0	0.3295454545454545	0.0328113348247576	0.6051144456476489	0.8436794210993154	0.6394481730052199	subclass	0.05	angular gyrus	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Control
lim H5608Cin	Dissection Angular gyrus AnG	Glia	0.4901960784313725	0.3246753246753247	1.0	0.3246753246753247	0.0262261580381471	0.637834835878202	0.8458248807025508	0.6590599455040872	subclass	0.05	angular gyrus	HD	male	late adult	cingulate cortex				58.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Disease
lim H5493Cin	Dissection Angular gyrus AnG	Glia	0.0909090909090909	0.0476190476190476	1.0	0.0476190476190476	0.0099762470308788	0.8712785715756953	0.9016410923342392	0.8688836104513065	subclass	0.05	angular gyrus	HD	female	late adult	cingulate cortex				48.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Disease
lim H5575Cin	Dissection Angular gyrus AnG	Glia	0.0	0.0		0.0	0.0063593004769475	0.6960688863157481	0.7919151266374556	0.712241653418124	subclass	0.05	angular gyrus	HD	male	late adult	cingulate cortex				71.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Disease
lim C5404Cin	Dissection Angular gyrus AnG	Glia	0.5	0.3333333333333333	1.0	0.3333333333333333	0.0028355387523629	0.8397708604781752	0.8880949452210392	0.8166351606805293	subclass	0.05	angular gyrus	Control	female	late adult	cingulate cortex				54.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Control
lim H4161Cin	Dissection Angular gyrus AnG	Glia	0.125	0.0666666666666666	1.0	0.0666666666666666	0.0293312475557293	0.5379757220392598	0.8459251573527186	0.5408682049276496	subclass	0.05	angular gyrus	HD	male	late adult	cingulate cortex				56.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Disease
lim H5286Cin	Dissection Angular gyrus AnG	Glia	0.466403162055336	0.3041237113402061	1.0	0.3041237113402061	0.0515272244355909	0.6473758960369318	0.8454075065420892	0.6648074369189907	subclass	0.05	angular gyrus	HD	female	late adult	cingulate cortex				50.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Disease
lim C5700Cin	Dissection Angular gyrus AnG	Glia	0.5833333333333334	0.4117647058823529	1.0	0.4117647058823529	0.0126206384558277	0.7709895424916046	0.888785787217227	0.7553823311061618	subclass	0.05	angular gyrus	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Control
lim H5263Cin	Dissection Angular gyrus AnG	Glia	0.5589519650655022	0.3878787878787879	1.0	0.3878787878787879	0.0476603119584055	0.6204799219120499	0.8311007957866214	0.6285384170999422	subclass	0.05	angular gyrus	HD	female	late adult	cingulate cortex				55.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Disease
lim C5382Cin	Dissection Angular gyrus AnG	Glia	0.0	0.0		0.0	0.004602991944764	0.9209771438800016	0.94123907944929	0.9125431530494822	subclass	0.05	angular gyrus	Control	male	late adult	cingulate cortex				62.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Control
lim H5109Cin	Dissection Angular gyrus AnG	Glia	0.4	0.25	1.0	0.25	0.0101010101010101	0.7005667223792815	0.8546684411025413	0.7228535353535354	subclass	0.05	angular gyrus	HD	male	late adult	cingulate cortex				64.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DAGA	lim	Disease
lim C5596Cin	Dissection Anterior cingulate cortex ACC	Glia	0.2666666666666666	0.1538461538461538	1.0	0.1538461538461538	0.0157448526443278	0.6856660997560283	0.8457401442575068	0.7073072264836496	subclass	0.05	anterior cingulate cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Control
lim C5227Cin	Dissection Anterior cingulate cortex ACC	Glia	0.2040816326530612	0.1136363636363636	1.0	0.1136363636363636	0.0328113348247576	0.6085348852835285	0.8322357858511953	0.6204325130499627	subclass	0.05	anterior cingulate cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Control
lim H5493Cin	Dissection Anterior cingulate cortex ACC	Glia	0.0909090909090909	0.0476190476190476	1.0	0.0476190476190476	0.0099762470308788	0.8573624130538331	0.9048615004950432	0.8427553444180522	subclass	0.05	anterior cingulate cortex	HD	female	late adult	cingulate cortex				48.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Disease
lim H5608Cin	Dissection Anterior cingulate cortex ACC	Glia	0.1219512195121951	0.0649350649350649	1.0	0.0649350649350649	0.0262261580381471	0.6156328129002313	0.8483831648267806	0.6236376021798365	subclass	0.05	anterior cingulate cortex	HD	male	late adult	cingulate cortex				58.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Disease
lim H5575Cin	Dissection Anterior cingulate cortex ACC	Glia	0.0	0.0		0.0	0.0063593004769475	0.700767740622476	0.7924113681182117	0.7265500794912559	subclass	0.05	anterior cingulate cortex	HD	male	late adult	cingulate cortex				71.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Disease
lim C5404Cin	Dissection Anterior cingulate cortex ACC	Glia	0.5	0.3333333333333333	1.0	0.3333333333333333	0.0028355387523629	0.8455601424400953	0.909179608629402	0.8109640831758034	subclass	0.05	anterior cingulate cortex	Control	female	late adult	cingulate cortex				54.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Control
lim H4161Cin	Dissection Anterior cingulate cortex ACC	Glia	0.1219512195121951	0.0666666666666666	0.7142857142857143	0.0666666666666666	0.0293312475557293	0.5340737609689452	0.8153777197894976	0.5267892061008995	subclass	0.05	anterior cingulate cortex	HD	male	late adult	cingulate cortex				56.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Disease
lim C5700Cin	Dissection Anterior cingulate cortex ACC	Glia	0.5217391304347826	0.3529411764705882	1.0	0.3529411764705882	0.0126206384558277	0.7903393359164315	0.8512995114145299	0.8043801039346696	subclass	0.05	anterior cingulate cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Control
lim H5286Cin	Dissection Anterior cingulate cortex ACC	Glia	0.2831858407079646	0.1649484536082474	1.0	0.1649484536082474	0.0515272244355909	0.6234027923930433	0.8339859510502468	0.6355909694555113	subclass	0.05	anterior cingulate cortex	HD	female	late adult	cingulate cortex				50.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Disease
lim H5263Cin	Dissection Anterior cingulate cortex ACC	Glia	0.1868131868131868	0.103030303030303	1.0	0.103030303030303	0.0476603119584055	0.5782635812195545	0.8470392628269958	0.573367995378394	subclass	0.05	anterior cingulate cortex	HD	female	late adult	cingulate cortex				55.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Disease
lim C5382Cin	Dissection Anterior cingulate cortex ACC	Glia	0.0	0.0		0.0	0.004602991944764	0.917267948489978	0.9433391192391112	0.9021864211737628	subclass	0.05	anterior cingulate cortex	Control	male	late adult	cingulate cortex				62.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Control
lim H5109Cin	Dissection Anterior cingulate cortex ACC	Glia	0.4	0.25	1.0	0.25	0.0101010101010101	0.6987318609346461	0.8465196897446285	0.7095959595959596	subclass	0.05	anterior cingulate cortex	HD	male	late adult	cingulate cortex				64.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	True	DACCA	lim	Disease
lim C5227Cin	Dissection Primary auditory cortexA1	Glia	0.7808219178082192	0.6477272727272727	0.9827586206896552	0.6477272727272727	0.0328113348247576	0.6231399174949411	0.8484689652279792	0.6401938851603282	subclass	0.05	primary auditory cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Control
lim C5596Cin	Dissection Primary auditory cortexA1	Glia	0.78125	0.6410256410256411	1.0	0.6410256410256411	0.0157448526443278	0.7003637565808958	0.8540750187005419	0.7182075090835688	subclass	0.05	primary auditory cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Control
lim H4161Cin	Dissection Primary auditory cortexA1	Glia	0.1481481481481481	0.08	1.0	0.08	0.0293312475557293	0.5377270974537327	0.8372082205634093	0.5240516229956981	subclass	0.05	primary auditory cortex	HD	male	late adult	cingulate cortex				56.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Disease
lim C5404Cin	Dissection Primary auditory cortexA1	Glia	0.5	0.3333333333333333	1.0	0.3333333333333333	0.0028355387523629	0.8536566109927973	0.8944729384306839	0.8355387523629489	subclass	0.05	primary auditory cortex	Control	female	late adult	cingulate cortex				54.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Control
lim H5575Cin	Dissection Primary auditory cortexA1	Glia	0.0	0.0		0.0	0.0063593004769475	0.6984890564572894	0.7968406555655886	0.7265500794912559	subclass	0.05	primary auditory cortex	HD	male	late adult	cingulate cortex				71.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Disease
lim H5493Cin	Dissection Primary auditory cortexA1	Glia	0.0909090909090909	0.0476190476190476	1.0	0.0476190476190476	0.0099762470308788	0.8822946946948346	0.9101320644995744	0.8783847980997624	subclass	0.05	primary auditory cortex	HD	female	late adult	cingulate cortex				48.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Disease
lim H5608Cin	Dissection Primary auditory cortexA1	Glia	0.6126126126126126	0.4415584415584415	1.0	0.4415584415584415	0.0262261580381471	0.6539475043036675	0.8483226658425679	0.6716621253405994	subclass	0.05	primary auditory cortex	HD	male	late adult	cingulate cortex				58.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Disease
lim C5700Cin	Dissection Primary auditory cortexA1	Glia	0.5531914893617021	0.3823529411764705	1.0	0.3823529411764705	0.0126206384558277	0.7634514824224106	0.8795154267909175	0.7542687453600594	subclass	0.05	primary auditory cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Control
lim H5286Cin	Dissection Primary auditory cortexA1	Glia	0.466403162055336	0.3041237113402061	1.0	0.3041237113402061	0.0515272244355909	0.6426747308715303	0.8509439515998461	0.6594953519256308	subclass	0.05	primary auditory cortex	HD	female	late adult	cingulate cortex				50.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Disease
lim H5109Cin	Dissection Primary auditory cortexA1	Glia	0.7407407407407407	0.625	0.9090909090909092	0.625	0.0101010101010101	0.7148940024769787	0.8720896450585084	0.7380050505050505	subclass	0.05	primary auditory cortex	HD	male	late adult	cingulate cortex				64.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Disease
lim C5382Cin	Dissection Primary auditory cortexA1	Glia	0.0	0.0		0.0	0.004602991944764	0.9307634294056484	0.9508544096104756	0.9228998849252014	subclass	0.05	primary auditory cortex	Control	male	late adult	cingulate cortex				62.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Control
lim H5263Cin	Dissection Primary auditory cortexA1	Glia	0.7007874015748031	0.5393939393939394	1.0	0.5393939393939394	0.0476603119584055	0.6383803308161341	0.8582739133783328	0.6299826689774697	subclass	0.05	primary auditory cortex	HD	female	late adult	cingulate cortex				55.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DPAC	lim	Disease
lim H5608Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.2298850574712643	0.1298701298701298	1.0	0.1298701298701298	0.0262261580381471	0.6058130269055788	0.7974299536700402	0.6273841961852861	subclass	0.05	dorsolateral prefrontal cortex	HD	male	late adult	cingulate cortex				58.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Disease
lim H5493Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.0	0.0		0.0	0.0099762470308788	0.7283738206780811	0.867568818720139	0.7045130641330166	subclass	0.05	dorsolateral prefrontal cortex	HD	female	late adult	cingulate cortex				48.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Disease
lim H5575Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.0	0.0		0.0	0.0063593004769475	0.5780651556335731	0.7915619886824503	0.56120826709062	subclass	0.05	dorsolateral prefrontal cortex	HD	male	late adult	cingulate cortex				71.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Disease
lim H4161Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.1234567901234567	0.0666666666666666	0.8333333333333334	0.0666666666666666	0.0293312475557293	0.5191141960139534	0.8506249904427068	0.5181853734845522	subclass	0.05	dorsolateral prefrontal cortex	HD	male	late adult	cingulate cortex				56.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Disease
lim C5404Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.0	0.0		0.0	0.0028355387523629	0.7080580352530419	0.8786636058058448	0.6720226843100189	subclass	0.05	dorsolateral prefrontal cortex	Control	female	late adult	cingulate cortex				54.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Control
lim C5596Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.2666666666666666	0.1538461538461538	1.0	0.1538461538461538	0.0157448526443278	0.6829997063054563	0.8466512567583891	0.7186112232539362	subclass	0.05	dorsolateral prefrontal cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Control
lim C5227Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.3396226415094339	0.2045454545454545	1.0	0.2045454545454545	0.0328113348247576	0.5989122478540618	0.8207261384015053	0.6252796420581656	subclass	0.05	dorsolateral prefrontal cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Control
lim H5263Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.2722513089005235	0.1575757575757575	1.0	0.1575757575757575	0.0476603119584055	0.5752911300934838	0.8200859703112833	0.597631426920855	subclass	0.05	dorsolateral prefrontal cortex	HD	female	late adult	cingulate cortex				55.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Disease
lim C5382Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.0	0.0		0.0	0.004602991944764	0.7568067425116697	0.9173661197735408	0.7100115074798619	subclass	0.05	dorsolateral prefrontal cortex	Control	male	late adult	cingulate cortex				62.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Control
lim H5109Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.2222222222222222	0.125	1.0	0.125	0.0101010101010101	0.6841446773769023	0.8602000842913483	0.7178030303030303	subclass	0.05	dorsolateral prefrontal cortex	HD	male	late adult	cingulate cortex				64.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Disease
lim H5286Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.3628691983122363	0.2216494845360824	1.0	0.2216494845360824	0.0515272244355909	0.6147769851158342	0.8112726881940672	0.6438247011952192	subclass	0.05	dorsolateral prefrontal cortex	HD	female	late adult	cingulate cortex				50.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Disease
lim C5700Cin	Dissection Dorsolateral prefrontal cortex DFC	Glia	0.4888888888888889	0.3235294117647059	1.0	0.3235294117647059	0.0126206384558277	0.7391742598426706	0.8709238223244038	0.7178916109873794	subclass	0.05	dorsolateral prefrontal cortex	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	DDPCD	lim	Control
lim H4161Cin	whole cortex	Glia	0.1481481481481481	0.08	1.0	0.08	0.0293312475557293	0.5643930279674657	0.8424180175744644	0.5643332029722331	subclass	0.05	multiple regions	HD	male	late adult	cingulate cortex				56.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Disease
lim C5404Cin	whole cortex	Glia	0.5	0.3333333333333333	1.0	0.3333333333333333	0.0028355387523629	0.785251788710613	0.8966801538764099	0.724952741020794	subclass	0.05	multiple regions	Control	female	late adult	cingulate cortex				54.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Control
lim H5575Cin	whole cortex	Glia	0.0	0.0		0.0	0.0063593004769475	0.6193042668817819	0.7966168768729083	0.6025437201907791	subclass	0.05	multiple regions	HD	male	late adult	cingulate cortex				71.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Disease
lim H5608Cin	whole cortex	Glia	0.3789473684210526	0.2337662337662337	1.0	0.2337662337662337	0.0262261580381471	0.6710837490204974	0.8365492333153874	0.6798365122615804	subclass	0.05	multiple regions	HD	male	late adult	cingulate cortex				58.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Disease
lim H5493Cin	whole cortex	Glia	0.0909090909090909	0.0476190476190476	1.0	0.0476190476190476	0.0099762470308788	0.8341449527285825	0.8962729887991445	0.8052256532066508	subclass	0.05	multiple regions	HD	female	late adult	cingulate cortex				48.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Disease
lim C5227Cin	whole cortex	Glia	0.4424778761061947	0.2840909090909091	1.0	0.2840909090909091	0.0328113348247576	0.6414749882100454	0.8451028475311694	0.6573452647278151	subclass	0.05	multiple regions	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Control
lim C5596Cin	whole cortex	Glia	0.375	0.2307692307692307	1.0	0.2307692307692307	0.0157448526443278	0.7118062285111931	0.8584114432654597	0.7351635042389988	subclass	0.05	multiple regions	Control	male	late adult	cingulate cortex				75.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Control
lim H5109Cin	whole cortex	Glia	0.4	0.25	1.0	0.25	0.0101010101010101	0.7180276649204523	0.872470595490388	0.7386363636363636	subclass	0.05	multiple regions	HD	male	late adult	cingulate cortex				64.0	seurat	homo_sapiens	2024-07-01	100		True	dataset_id	pcaproject	50	200	10	30	50	SCT	sample	True	5	False	WC	lim	Disease
