label	key	metric	mean	std
GABAergic	family	recall	0.7877248677248677	0.23090133049496736
GABAergic	subclass	f1_score	0.8368015352380678	0.15193638662329828
GABAergic	subclass	precision	0.9591666666666666	0.11211032982575621
GABAergic	subclass	recall	0.7877248677248677	0.23090133049496736
Glutamatergic	class	f1_score	0.9770170214817376	0.09040113632230387
Glutamatergic	class	precision	0.9699386239301983	0.12086375672046369
Glutamatergic	class	recall	0.995345362355006	0.009696889700084746
Glutamatergic	family	f1_score	0.8748059324823144	0.22589041457576328
Glutamatergic	family	precision	0.8370140884988754	0.28276946314619106
Glutamatergic	family	recall	0.9840294964755772	0.077966188519386
Glutamatergic	subclass	f1_score	0.9785195508541236	0.09061461066878065
Glutamatergic	subclass	precision	0.9729013260347579	0.12116468431841917
Glutamatergic	subclass	recall	0.995345362355006	0.009696889700084746
Hippocampal neuron	class	f1_score	0.9726452151053581	0.0033257185313983577
Hippocampal neuron	class	precision	1.0	0.0
Hippocampal neuron	class	recall	0.946762441707921	0.006298210828703345
Leukocyte	class	f1_score	0.6492424242424243	0.43632417750886543
Leukocyte	class	precision	0.9396825396825398	0.06756760842473895
Leukocyte	class	recall	0.6024923144488362	0.40627664519472273
Leukocyte	family	f1_score	0.6492424242424243	0.43632417750886543
Leukocyte	family	precision	0.9396825396825398	0.06756760842473895
Leukocyte	family	recall	0.6024923144488362	0.40627664519472273
Leukocyte	subclass	f1_score	0.6492424242424243	0.43632417750886543
Leukocyte	subclass	precision	0.9396825396825398	0.06756760842473895
Leukocyte	subclass	recall	0.6024923144488362	0.40627664519472273
Macrophage	class	f1_score	0.25788914054354173	0.16799602256954455
Macrophage	class	precision	0.16409044746709728	0.12893049111015534
Macrophage	class	recall	0.845438596491228	0.2981136098133309
Macrophage	subclass	f1_score	0.25788914054354173	0.16799602256954455
Macrophage	subclass	precision	0.16409044746709728	0.12893049111015534
Macrophage	subclass	recall	0.845438596491228	0.2981136098133309
Microglia	class	f1_score	0.016601626851841647	0.06186186866411041
Microglia	class	precision	1.0	0.0
Microglia	class	recall	0.009502590905029926	0.03689880010972605
Microglia	subclass	f1_score	0.016601626851841647	0.06186186866411041
Microglia	subclass	precision	1.0	0.0
Microglia	subclass	recall	0.009502590905029926	0.03689880010972605
Neural stem cell	class	f1_score	0.3802419418394967	0.2169686641846967
Neural stem cell	class	precision	0.273595174428356	0.20275097979251608
Neural stem cell	class	recall	0.7973484848484849	0.24401212135010633
Neural stem cell	family	f1_score	0.3802419418394967	0.2169686641846967
Neural stem cell	family	precision	0.273595174428356	0.20275097979251608
Neural stem cell	family	recall	0.7973484848484849	0.24401212135010633
Neural stem cell	global	f1_score	0.3802419418394967	0.2169686641846967
Neural stem cell	global	precision	0.273595174428356	0.20275097979251608
Neural stem cell	global	recall	0.7973484848484849	0.24401212135010633
Neural stem cell	subclass	f1_score	0.3802419418394967	0.2169686641846967
Neural stem cell	subclass	precision	0.273595174428356	0.20275097979251608
Neural stem cell	subclass	recall	0.7973484848484849	0.24401212135010633
Neuron	class	f1_score	0.8950871134181673	0.11905295056488917
Neuron	class	precision	0.8912469783524303	0.15889643364941924
Neuron	class	recall	0.9223926480024042	0.13320468566466678
Neuron	family	f1_score	0.8950871134181673	0.11905295056488917
Neuron	family	precision	0.8912469783524303	0.15889643364941924
Neuron	family	recall	0.9223926480024042	0.13320468566466678
Neuron	global	f1_score	0.8309219928459282	0.1929442684599397
Neuron	global	precision	0.7775072632903908	0.24831091155264423
Neuron	global	recall	0.9472576480718804	0.10551383263100012
Neuron	subclass	f1_score	0.8950871134181673	0.11905295056488917
Neuron	subclass	precision	0.8912469783524303	0.15889643364941924
Neuron	subclass	recall	0.9223926480024042	0.13320468566466678
Non-neuron	class	f1_score	1.0	0.0
Non-neuron	class	precision	1.0	0.0
Non-neuron	class	recall	1.0	0.0
Non-neuron	family	f1_score	1.0	0.0
Non-neuron	family	precision	1.0	0.0
Non-neuron	family	recall	1.0	0.0
Non-neuron	global	f1_score	0.9395980977397355	0.048409552480230475
Non-neuron	global	precision	0.9991836962564342	0.004767430252330056
Non-neuron	global	recall	0.8905203875367343	0.08430134442235092
Non-neuron	subclass	f1_score	1.0	0.0
Non-neuron	subclass	precision	1.0	0.0
Non-neuron	subclass	recall	1.0	0.0
OPC	class	f1_score	0.023266178266178265	0.10159668819672132
OPC	class	precision	1.0	0.0
OPC	class	recall	0.015395886165116935	0.07199057369748015
OPC	family	f1_score	0.023266178266178265	0.10159668819672132
OPC	family	precision	1.0	0.0
OPC	family	recall	0.015395886165116935	0.07199057369748015
OPC	subclass	f1_score	0.023266178266178265	0.10159668819672132
OPC	subclass	precision	1.0	0.0
OPC	subclass	recall	0.015395886165116935	0.07199057369748015
Oligodendrocyte	class	f1_score	0.882019565626422	0.09010618509850644
Oligodendrocyte	class	precision	0.8336273528779068	0.12759951633825942
Oligodendrocyte	class	recall	0.9487289906715133	0.07715502918738343
Oligodendrocyte	family	f1_score	0.882019565626422	0.09010618509850644
Oligodendrocyte	family	precision	0.8336273528779068	0.12759951633825942
Oligodendrocyte	family	recall	0.9487289906715133	0.07715502918738343
Oligodendrocyte	subclass	f1_score	0.882019565626422	0.09010618509850644
Oligodendrocyte	subclass	precision	0.8336273528779068	0.12759951633825942
Oligodendrocyte	subclass	recall	0.9487289906715133	0.07715502918738343
Pericyte	subclass	f1_score	0.537037037037037	0.4392052305789416
Pericyte	subclass	precision	1.0	0.0
Pericyte	subclass	recall	0.48148148148148145	0.43656204570838086
VLMC	subclass	f1_score	1.0	0.0
VLMC	subclass	precision	1.0	0.0
VLMC	subclass	recall	1.0	0.0
Vascular	class	f1_score	0.9276684380146895	0.12065424462197173
Vascular	class	precision	0.9945282158757222	0.015886257631209634
Vascular	class	recall	0.8839442818350257	0.1347123478484097
Vascular	family	f1_score	0.9276684380146895	0.12065424462197173
Vascular	family	precision	0.9945282158757222	0.015886257631209634
Vascular	family	recall	0.8839442818350257	0.1347123478484097
Vascular	subclass	f1_score	0.9192945423445096	0.08911727713053523
Vascular	subclass	precision	0.9843915343915345	0.045814159579597634
Vascular	subclass	recall	0.8741852845774414	0.14018144925668055
