label	method	cutoff	reference	key	subsample_ref	f1_score_mean	f1_score_std	precision_mean	precision_std	recall_mean	recall_std	count
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	family	50	0.9846713525019435	0.05558911928549225	0.9888498308886284	0.06155906233490294	0.9835731803777551	0.06041850521327309	511
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	family	100	0.988617195297675	0.04845401661038442	0.9939507025672707	0.04707140641954805	0.9851519782904482	0.0591078892129683	511
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	family	500	0.9866368981858904	0.052328172272124614	0.9818884493298969	0.06928846987584591	0.9940098104601118	0.042225021247071205	511
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	subclass	50	0.9846713525019435	0.05558911928549225	0.9888498308886284	0.06155906233490294	0.9835731803777551	0.06041850521327309	511
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	subclass	100	0.9883997567240721	0.0486517393258848	0.9935593131347854	0.04784611417665255	0.9851519782904482	0.0591078892129683	511
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	subclass	500	0.9865229938254108	0.052506771323079	0.98169741401166	0.06968645850752421	0.9940098104601118	0.042225021247071205	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	class	50	0.990898318300921	0.044942666320507134	0.9903835168990128	0.050480686166686016	0.9926991429801684	0.04633178713040132	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	class	100	0.9917184208044658	0.044079255909564324	0.9911872915938738	0.05070377272434509	0.9934619380915004	0.04423896381247143	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	class	500	0.9900671266315305	0.04813746666086327	0.9861027735392235	0.06309789852604322	0.9958187550653304	0.03687034469330575	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	family	50	0.9909700730302099	0.04479428645844493	0.9905017939253135	0.05006933212284877	0.9926991429801684	0.04633178713040132	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	family	100	0.9923729874421856	0.04339118523256947	0.9923707786873414	0.04863916717149657	0.9934619380915004	0.04423896381247143	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	family	500	0.9903508003398618	0.04775353905190939	0.9865966697278358	0.06218541604339663	0.9958187550653304	0.03687034469330575	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	50	0.990898318300921	0.044942666320507134	0.9903835168990128	0.050480686166686016	0.9926991429801684	0.04633178713040132	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	100	0.9917184208044658	0.044079255909564324	0.9911872915938738	0.05070377272434509	0.9934619380915004	0.04423896381247143	511
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	500	0.9900671266315305	0.04813746666086327	0.9861027735392235	0.06309789852604322	0.9958187550653304	0.03687034469330575	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	class	50	0.9874979575354822	0.05630808575167756	0.983666345862857	0.07278195567652425	0.9941574605292265	0.039293312660534895	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	class	100	0.990809527967069	0.045638822099254975	0.9877170194065682	0.058105838713096346	0.9954139169158739	0.0385062485597824	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	class	500	0.9838420290661926	0.05979264839006411	0.9753244626708774	0.08364764353804492	0.9963257567237255	0.03564844113460081	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	family	50	0.9909518700452644	0.04560879615907401	0.9891178961780986	0.05676578055324746	0.9941574605292265	0.039293312660534895	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	family	100	0.9918103384199343	0.042916651755137536	0.9893202739855337	0.0528595937693044	0.9954139169158739	0.0385062485597824	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	family	500	0.9843391810320096	0.05740579513968483	0.9759529581537529	0.08110737175566345	0.9963257567237255	0.03564844113460081	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	subclass	50	0.9874979575354822	0.05630808575167756	0.983666345862857	0.07278195567652425	0.9941574605292265	0.039293312660534895	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	subclass	100	0.990809527967069	0.045638822099254975	0.9877170194065682	0.058105838713096346	0.9954139169158739	0.0385062485597824	511
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	subclass	500	0.9838420290661926	0.05979264839006411	0.9753244626708774	0.08364764353804492	0.9963257567237255	0.03564844113460081	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	50	0.9845102751446805	0.05986165690764622	0.976949824688194	0.08253642571916837	0.9958498843892268	0.03544807136256123	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	100	0.9814495197717575	0.06675638363127201	0.9719210615731995	0.09418954880880162	0.9962713167458764	0.03568600396148289	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	500	0.9793959214733564	0.07216455193384742	0.9685353288782763	0.0995027101495467	0.9967135712732581	0.03520569072194511	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	50	0.9850353411491986	0.057457269104655075	0.9776313248962857	0.07994732838078251	0.9958498843892268	0.03544807136256123	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	100	0.9817924949092532	0.06651965873314922	0.9725300723007781	0.0936533697369225	0.9962713167458764	0.03568600396148289	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	500	0.9801755792383609	0.06929973459883018	0.9696056200084271	0.09701282772688284	0.9967135712732581	0.03520569072194511	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	50	0.9845102751446805	0.05986165690764622	0.976949824688194	0.08253642571916837	0.9958498843892268	0.03544807136256123	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	100	0.9814495197717575	0.06675638363127201	0.9719210615731995	0.09418954880880162	0.9962713167458764	0.03568600396148289	511
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	500	0.9793959214733564	0.07216455193384742	0.9685353288782763	0.0995027101495467	0.9967135712732581	0.03520569072194511	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	50	0.9911080313950529	0.04660726335475289	0.9922620381506249	0.052126534720971195	0.9917319743362899	0.049202387525349715	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	100	0.9918266278919363	0.043090032932755554	0.9899460158082388	0.05280681423051988	0.9948651922554587	0.03911702158370449	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	500	0.993218887961087	0.044119750060041235	0.9946020874103066	0.04670306504015172	0.9928461653300953	0.046686270687591264	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	50	0.991306235017914	0.04648133275500241	0.9926301305930814	0.05167057835216045	0.9917319743362899	0.049202387525349715	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	100	0.991946113039821	0.04292910994649193	0.9901574807946549	0.052389905054998194	0.9948651922554587	0.03911702158370449	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	500	0.9933517030389188	0.04408476431667142	0.9948583543006243	0.04653836846372386	0.9928461653300953	0.046686270687591264	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	50	0.9911080313950529	0.04660726335475289	0.9922620381506249	0.052126534720971195	0.9917319743362899	0.049202387525349715	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	100	0.9918266278919363	0.043090032932755554	0.9899460158082388	0.05280681423051988	0.9948651922554587	0.03911702158370449	511
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	500	0.993218887961087	0.044119750060041235	0.9946020874103066	0.04670306504015172	0.9928461653300953	0.046686270687591264	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	50	0.9906174442250575	0.0481103011062372	0.9871815464943913	0.06118096989418384	0.9958060220552629	0.03696709735970769	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	100	0.9930289193042816	0.04182076716000736	0.9932168277572481	0.047539105833451584	0.9937926965990493	0.04184876602306385	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	500	0.9931120286727185	0.04211183683431969	0.9929432711233103	0.04826737722802375	0.9941434760275111	0.04066536591670745	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	50	0.9913542221242619	0.04471178324731119	0.9882303327106691	0.05669854538039228	0.9958060220552629	0.03696709735970769	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	100	0.993076588530033	0.04178549251853906	0.9933053563193579	0.04741602222572357	0.9937926965990493	0.04184876602306385	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	500	0.9931837834020074	0.041949652365542336	0.9930615481496108	0.0478306527272108	0.9941434760275111	0.04066536591670745	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	50	0.9906174442250575	0.0481103011062372	0.9871815464943913	0.06118096989418384	0.9958060220552629	0.03696709735970769	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	100	0.9930289193042816	0.04182076716000736	0.9932168277572481	0.047539105833451584	0.9937926965990493	0.04184876602306385	511
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	500	0.9931120286727185	0.04211183683431969	0.9929432711233103	0.04826737722802375	0.9941434760275111	0.04066536591670745	511
Astrocyte	scvi	0.0	whole cortex	class	50	0.9911519001754392	0.04556399109899725	0.9895607774820708	0.05618581723185811	0.9942207933401671	0.04109308975520778	511
Astrocyte	scvi	0.0	whole cortex	class	100	0.9925179879619974	0.04531807330218099	0.9920406518771892	0.05251889664525817	0.994354525578091	0.04381884508523792	511
Astrocyte	scvi	0.0	whole cortex	class	500	0.993225982022192	0.044770681518726575	0.9947842607362579	0.045218597977765146	0.99291826614281	0.04951749849941295	511
Astrocyte	scvi	0.0	whole cortex	family	50	0.9922935007296839	0.04249368349265254	0.9914864936445775	0.05036582588239091	0.9942207933401671	0.04109308975520778	511
Astrocyte	scvi	0.0	whole cortex	family	100	0.9927831569541962	0.045080588261036884	0.9925252292697901	0.051796241168434176	0.994354525578091	0.04381884508523792	511
Astrocyte	scvi	0.0	whole cortex	family	500	0.9932737124407878	0.04476486482896524	0.9948774486963736	0.045180091560089224	0.99291826614281	0.04951749849941295	511
Astrocyte	scvi	0.0	whole cortex	subclass	50	0.9911519001754392	0.04556399109899725	0.9895607774820708	0.05618581723185811	0.9942207933401671	0.04109308975520778	511
Astrocyte	scvi	0.0	whole cortex	subclass	100	0.9925179879619974	0.04531807330218099	0.9920406518771892	0.05251889664525817	0.994354525578091	0.04381884508523792	511
Astrocyte	scvi	0.0	whole cortex	subclass	500	0.993225982022192	0.044770681518726575	0.9947842607362579	0.045218597977765146	0.99291826614281	0.04951749849941295	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	class	50	0.9924912261343146	0.043535621079816435	0.9899655977575987	0.05485525010511361	0.996176914973866	0.035571497094627556	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	class	100	0.9922591219012067	0.04318701976249984	0.9925208248086288	0.04792789698845894	0.993080945717991	0.04473313867484316	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	class	500	0.9934842965470426	0.04169048860271725	0.9916596151578709	0.0509226518534211	0.9961588774558284	0.03576072197378455	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	family	50	0.9924912261343146	0.043535621079816435	0.9899655977575987	0.05485525010511361	0.996176914973866	0.035571497094627556	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	family	100	0.9922591219012067	0.04318701976249984	0.9925208248086288	0.04792789698845894	0.993080945717991	0.04473313867484316	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	family	500	0.9935693812062786	0.04165926003441568	0.9918226940880731	0.050815341021466946	0.9961588774558284	0.03576072197378455	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	subclass	50	0.9924912261343146	0.043535621079816435	0.9899655977575987	0.05485525010511361	0.996176914973866	0.035571497094627556	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	subclass	100	0.9922591219012067	0.04318701976249984	0.9925208248086288	0.04792789698845894	0.993080945717991	0.04473313867484316	511
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	subclass	500	0.9934842965470426	0.04169048860271725	0.9916596151578709	0.0509226518534211	0.9961588774558284	0.03576072197378455	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	class	50	0.9908193888866244	0.04856266243627562	0.9905446323066132	0.05839142566944891	0.9927346179422578	0.04432897159194058	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	class	100	0.9869960152280604	0.05389962441044904	0.9944474698906608	0.04663556936315236	0.9822303599549232	0.06811084304027301	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	class	500	0.9877775884949999	0.05591489980508463	0.9844036487411646	0.07416560246188135	0.9943300774024845	0.04145484590097919	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	family	50	0.9909451135761864	0.04847218707900745	0.9907758101307459	0.05810892011606714	0.9927346179422578	0.04432897159194058	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	family	100	0.9870740094990267	0.053826442344305954	0.994585459754678	0.0462990291827583	0.9822303599549232	0.06811084304027301	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	family	500	0.9878555827659662	0.05584326502402805	0.9845416386051818	0.07397322277746217	0.9943300774024845	0.04145484590097919	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	50	0.9908193888866244	0.04856266243627562	0.9905446323066132	0.05839142566944891	0.9927346179422578	0.04432897159194058	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	100	0.9869960152280604	0.05389962441044904	0.9944474698906608	0.04663556936315236	0.9822303599549232	0.06811084304027301	511
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	500	0.9877775884949999	0.05591489980508463	0.9844036487411646	0.07416560246188135	0.9943300774024845	0.04145484590097919	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	class	50	0.9620071956062998	0.10781801181277738	0.9878822798668897	0.06352887681231374	0.9500503827803165	0.12733961390601176	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	class	100	0.8963812993916411	0.18163244391994463	0.9929340847112833	0.05268375897789552	0.8514166610510373	0.21479542879867475	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	class	500	0.8830082091721366	0.1917145304692778	0.9954239391327627	0.04551381322898597	0.8307045050199968	0.2258467714937365	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	family	50	0.9620789503355888	0.10777552038225216	0.9880012553795661	0.06320528499604544	0.9500503827803165	0.12733961390601176	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	family	100	0.8963812993916411	0.18163244391994463	0.9929340847112833	0.05268375897789552	0.8514166610510373	0.21479542879867475	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	family	500	0.8830082091721366	0.1917145304692778	0.9954239391327627	0.04551381322898597	0.8307045050199968	0.2258467714937365	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	50	0.9620071956062998	0.10781801181277738	0.9878822798668897	0.06352887681231374	0.9500503827803165	0.12733961390601176	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	100	0.8963812993916411	0.18163244391994463	0.9929340847112833	0.05268375897789552	0.8514166610510373	0.21479542879867475	511
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	500	0.8830082091721366	0.1917145304692778	0.9954239391327627	0.04551381322898597	0.8307045050199968	0.2258467714937365	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	class	50	0.9846713525019435	0.055589119285492275	0.9888498308886284	0.0615590623349029	0.9835731803777551	0.0604185052132731	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	class	100	0.9883997567240721	0.04865173932588477	0.9935593131347854	0.04784611417665252	0.9851519782904482	0.05910788921296836	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	class	500	0.9865229938254108	0.05250677132307899	0.98169741401166	0.0696864585075242	0.9940098104601118	0.04222502124707122	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	family	50	0.9846713525019435	0.055589119285492275	0.9888498308886284	0.0615590623349029	0.9835731803777551	0.0604185052132731	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	family	100	0.988617195297675	0.04845401661038441	0.9939507025672707	0.04707140641954803	0.9851519782904482	0.05910788921296836	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	family	500	0.9866368981858904	0.05232817227212457	0.9818884493298969	0.06928846987584598	0.9940098104601118	0.04222502124707122	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	subclass	50	0.9846713525019435	0.055589119285492275	0.9888498308886284	0.0615590623349029	0.9835731803777551	0.0604185052132731	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	subclass	100	0.9883997567240721	0.04865173932588477	0.9935593131347854	0.04784611417665252	0.9851519782904482	0.05910788921296836	511
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	subclass	500	0.9865229938254108	0.05250677132307899	0.98169741401166	0.0696864585075242	0.9940098104601118	0.04222502124707122	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	class	50	0.990898318300921	0.04494266632050713	0.9903835168990128	0.050480686166686044	0.9926991429801684	0.04633178713040134	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	class	100	0.9917184208044657	0.04407925590956426	0.9911872915938738	0.050703772724345064	0.9934619380915004	0.044238963812471443	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	class	500	0.9900671266315305	0.04813746666086332	0.9861027735392235	0.06309789852604324	0.9958187550653304	0.03687034469330575	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	family	50	0.9909700730302099	0.04479428645844494	0.9905017939253135	0.05006933212284878	0.9926991429801684	0.04633178713040134	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	family	100	0.9923729874421856	0.04339118523256951	0.9923707786873414	0.04863916717149656	0.9934619380915004	0.044238963812471443	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	family	500	0.9903508003398618	0.04775353905190941	0.9865966697278358	0.062185416043396634	0.9958187550653304	0.03687034469330575	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	50	0.990898318300921	0.04494266632050713	0.9903835168990128	0.050480686166686044	0.9926991429801684	0.04633178713040134	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	100	0.9917184208044657	0.04407925590956426	0.9911872915938738	0.050703772724345064	0.9934619380915004	0.044238963812471443	511
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	500	0.9900671266315305	0.04813746666086332	0.9861027735392235	0.06309789852604324	0.9958187550653304	0.03687034469330575	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	class	50	0.9874979575354822	0.05630808575167759	0.983666345862857	0.07278195567652429	0.9941574605292265	0.039293312660534936	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	class	100	0.990809527967069	0.045638822099255016	0.9877170194065682	0.05810583871309633	0.9954139169158739	0.03850624855978247	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	class	500	0.9838420290661926	0.05979264839006415	0.9753244626708774	0.08364764353804488	0.9963257567237255	0.035648441134600785	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	family	50	0.9909518700452644	0.04560879615907404	0.9891178961780986	0.0567657805532475	0.9941574605292265	0.039293312660534936	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	family	100	0.9918103384199343	0.04291665175513756	0.9893202739855337	0.0528595937693044	0.9954139169158739	0.03850624855978247	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	family	500	0.9843391810320096	0.057405795139684856	0.9759529581537529	0.08110737175566343	0.9963257567237255	0.035648441134600785	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	subclass	50	0.9874979575354822	0.05630808575167759	0.983666345862857	0.07278195567652429	0.9941574605292265	0.039293312660534936	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	subclass	100	0.990809527967069	0.045638822099255016	0.9877170194065682	0.05810583871309633	0.9954139169158739	0.03850624855978247	511
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	subclass	500	0.9838420290661926	0.05979264839006415	0.9753244626708774	0.08364764353804488	0.9963257567237255	0.035648441134600785	511
Astrocyte	scvi	0.05	Human Multiple Cortical Areas SMART-seq	class	50	0.9845102751446805	0.05986165690764618	0.976949824688194	0.08253642571916835	0.9958498843892268	0.03544807136256122	511
Astrocyte	scvi	0.05	Human Multiple Cortical Areas SMART-seq	class	100	0.9814495197717575	0.06675638363127204	0.9719210615731995	0.09418954880880157	0.9962713167458764	0.035686003961482846	511
