"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.771218838854079	0.015480527583961	Inf	1	-12.942041272582	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.22299850502368	0.0237628492208199	Inf	1	10.3605627228472	7.36077865326479e-14	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	0.691387121564689	0.0138585385228079	Inf	1	-18.4117636403637	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	0.747664791872846	0.0125394324318256	Inf	1	-17.3390085149985	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.447213577791492	0.00888115646877518	Inf	1	-40.5218917716647	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.526844073019715	0.0103080323682115	Inf	1	-32.7539102544048	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.83546910581318	0.0157789053664642	Inf	1	-9.51812039415555	6.66133814775094e-14	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	0.472308492489299	0.00923074222692917	Inf	1	-38.3814667705449	0	"family"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.59814716789225	0.0119935136005807	Inf	1	-25.6304264718215	0	"family"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.704652778553352	0.0139345518789224	Inf	1	-17.7015942039316	0	"family"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.11743807505017	0.0213652652553276	Inf	1	5.80750081392912	1.76938032336871e-07	"family"
"whole cortex seurat / whole cortex scvi"	0.631711560612878	0.0124731233585659	Inf	1	-23.2627586079721	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.17805920746295	0.0208999416528651	Inf	1	9.2367058152917	8.79296635503124e-14	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.86816578767362	0.0323386562773016	Inf	1	36.103029119272	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	1.05611393737582	0.0185389140297957	Inf	1	3.11019703367728	0.0394657164945483	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.58579957258419	0.0271569745807204	Inf	1	26.9247345036778	0	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	0.896486297705061	0.0156119222080801	Inf	1	-6.27476179458246	9.79223913066818e-09	"family"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.565321313742165	0.00959315905748611	Inf	1	-33.6111634357992	0	"family"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.05106618253031	0.0361725646724573	Inf	1	1.44718561503793	0.835126448323721	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.99395555465092	0.0648846132987966	Inf	1	21.2079458997082	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	1.58779424652402	0.0506177346496484	Inf	1	14.5030192518059	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.723177683646459	0.026463606382641	Inf	1	-8.85677187024667	5.80646641878957e-14	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.925836289903724	0.0330308016486773	Inf	1	-2.1598917651103	0.376378072420965	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.46033269511656	0.0510961742464023	Inf	1	10.8222551155959	8.02691246803988e-14	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	0.708353479562049	0.0256238331033318	Inf	1	-9.53209501710528	6.42819131257966e-14	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.89707897351499	0.0636646235458061	Inf	1	19.0801211710047	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	1.51065106357205	0.0507300596498601	Inf	1	12.2847300110029	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.688042005029122	0.0271574811180016	Inf	1	-9.47299245035315	6.93889390390723e-14	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.880854417440099	0.0338722760968385	Inf	1	-3.29909208274186	0.0217429985502975	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.38938224765351	0.0523700551194374	Inf	1	8.7246645868552	6.45039577307216e-14	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	0.673938036762611	0.0263086967963294	Inf	1	-10.1087286713714	8.30446822419617e-14	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	0.796303730452002	0.0250830246503404	Inf	1	-7.2310960192155	1.34685596009376e-11	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.362684956522546	0.013717648585861	Inf	1	-26.8152804599506	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.464321427698928	0.0170060444068642	Inf	1	-20.9465108174626	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.732379762282221	0.0261631214444567	Inf	1	-8.71853704278205	6.46149800331841e-14	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	0.355250385551377	0.0132779637736702	Inf	1	-27.6894974165589	0	"global"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.455460576979436	0.0164122516827311	Inf	1	-21.8248664588607	0	"global"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.583095884073489	0.0203984502834036	Inf	1	-15.4190165264108	0	"global"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.919724138258782	0.0314411514291256	Inf	1	-2.4478715094179	0.218352789047331	"global"
"whole cortex seurat / whole cortex scvi"	0.446124226179033	0.0158873315184852	Inf	1	-22.6653961779412	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.2802334901091	0.0397373466441669	Inf	1	7.9590631295728	1.57651669496772e-13	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.01932765368694	0.0617471156717067	Inf	1	22.9826445849361	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	0.97950129764837	0.0306225879524582	Inf	1	-0.662489842638491	0.997897224330232	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.57731200541773	0.046598452321148	Inf	1	15.4257482858951	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	0.765095824485028	0.02338057410061	Inf	1	-8.7618727233165	6.27276008913213e-14	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.485063083180173	0.0145978238253983	Inf	1	-24.0399981879952	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.42085497203513	0.0226417616977796	Inf	1	22.0427984156645	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.98691080442883	0.0311325394704788	Inf	1	43.8183127766482	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	1.4669121798471	0.0232393951788703	Inf	1	24.1857212299894	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.10352391920797	0.0203219726145559	Inf	1	5.34921599189225	2.45215125083131e-06	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.19570712413875	0.02186039682495	Inf	1	9.77649207492989	8.53761505936745e-14	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.75906957169395	0.0317511891860402	Inf	1	31.2900449747272	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	1.08356176015967	0.019854877142834	Inf	1	4.37976359643401	0.000317360825021318	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.39839099945783	0.0214275995311701	Inf	1	21.883537210487	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	1.03241513646252	0.0160046693539737	Inf	1	2.05783199081636	0.442656095113343	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.776661897890508	0.0140914303180021	Inf	1	-13.9305532108665	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.841540584839638	0.015148411302296	Inf	1	-9.5840713440852	6.10622663543836e-14	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.23803597574381	0.0219889016744476	Inf	1	12.022117458928	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	0.762612498450602	0.0137624079606444	Inf	1	-15.0171383972271	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	0.738287887195211	0.0112395138822085	Inf	1	-19.9307884459952	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.555396808325874	0.00992992476226309	Inf	1	-32.8918466181426	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.601792048980515	0.0106711546294384	Inf	1	-28.6394571994162	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.885328907454216	0.0154752952802479	Inf	1	-6.96785214075539	9.0140339636946e-11	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	0.545349976327275	0.00969778415080045	Inf	1	-34.0965214413486	0	"subclass"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.752276744558077	0.0135649104775634	Inf	1	-15.7860486074583	0	"subclass"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.815118410335499	0.0145811705221277	Inf	1	-11.4276178140891	0	"subclass"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.1991648824385	0.0211594713490242	Inf	1	10.2932052377119	8.33777491493493e-14	"subclass"
"whole cortex seurat / whole cortex scvi"	0.738668459534239	0.0132475934889805	Inf	1	-16.8896469388441	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.08353530297462	0.0176257228764041	Inf	1	4.93205802602321	2.23632347422509e-05	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.59404752454889	0.0257760321570129	Inf	1	28.8355759332867	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	0.981910533427652	0.0158950843387726	Inf	1	-1.12769811111906	0.950920522415466	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.47115421174812	0.0235929889809666	Inf	1	24.0721965652579	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	0.906210006016434	0.0145565164016263	Inf	1	-6.13109411723291	2.43946742806145e-08	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.615985733364836	0.00983950589613612	Inf	1	-30.3332788895565	0	"subclass"
