label	key	metric	mean	std
Endothelial	subclass	f1_score	0.9467225840254344	0.04680496336435646
Endothelial	subclass	precision	1.0	0.0
Endothelial	subclass	recall	0.9023811505414187	0.0810119328858917
Ependymal	subclass	accuracy	0.9845270890725435	0.008600284198208645
Ependymal	subclass	f1_score	0.0303030303030303	0.14213381090374028
Ependymal	subclass	precision	1.0	
Ependymal	subclass	recall	0.022727272727272728	0.10660035817780521
GABAergic	class	accuracy	0.9103134122277209	0.17465118936039709
GABAergic	class	f1_score	0.6155008580228528	0.3785406625459834
GABAergic	class	precision	0.9659722222222222	0.10320989170632701
GABAergic	class	recall	0.572265511158052	0.3963119030381253
GABAergic	family	accuracy	0.8997180449129508	0.16755897073353787
GABAergic	family	f1_score	0.6033801304078853	0.3539577581357734
GABAergic	family	precision	0.9715116279069768	0.09507085491445383
GABAergic	family	recall	0.5471918257230015	0.3843312382282163
GABAergic	subclass	accuracy	0.9103134122277209	0.17465118936039709
GABAergic	subclass	f1_score	0.6155008580228528	0.3785406625459834
GABAergic	subclass	precision	0.9659722222222222	0.10320989170632701
GABAergic	subclass	recall	0.572265511158052	0.3963119030381253
Glutamatergic	class	accuracy	0.9790710694246239	0.038260299210804816
Glutamatergic	class	f1_score	0.9639389882155349	0.09274219828881063
Glutamatergic	class	precision	0.9567186904659494	0.11973052205024158
Glutamatergic	class	recall	0.9811337921781069	0.04137464393842179
Glutamatergic	family	accuracy	0.9654212831507236	0.042757373768439036
Glutamatergic	family	f1_score	0.8806743130624192	0.19919232583026364
Glutamatergic	family	precision	0.8502435020693274	0.2511631731513722
Glutamatergic	family	recall	0.9678661745211848	0.08116408097564075
Glutamatergic	subclass	accuracy	0.9805416576599179	0.0385441226914956
Glutamatergic	subclass	f1_score	0.9652647494264635	0.09311843328754066
Glutamatergic	subclass	precision	0.9593328393817373	0.1202977710048559
Glutamatergic	subclass	recall	0.9811337921781069	0.04137464393842179
Hippocampal neuron	class	accuracy	0.7964185194341857	0.18407769464598267
Hippocampal neuron	class	f1_score	0.7805199982822977	0.2111163630006527
Hippocampal neuron	class	precision	0.9782840722495896	0.032064092848365484
Hippocampal neuron	class	recall	0.6878070955257368	0.28167848549406505
L2/3-6 IT	class	accuracy	0.9125	0.033040379335998314
L2/3-6 IT	class	f1_score	0.8885401517022282	0.04635449581383602
L2/3-6 IT	class	precision	0.8160036454773296	0.0649804713873706
L2/3-6 IT	class	recall	0.9772727272727273	0.029012942659282948
L2/3-6 IT	subclass	accuracy	0.9125	0.033040379335998314
L2/3-6 IT	subclass	f1_score	0.8885401517022282	0.04635449581383602
L2/3-6 IT	subclass	precision	0.8160036454773296	0.0649804713873706
L2/3-6 IT	subclass	recall	0.9772727272727273	0.029012942659282948
Leukocyte	class	accuracy	0.9647727272727272	0.02673180685382693
Leukocyte	class	f1_score	0.6492424242424243	0.43632417750886543
Leukocyte	class	precision	0.9396825396825398	0.06756760842473895
Leukocyte	class	recall	0.6024923144488362	0.40627664519472273
Leukocyte	family	accuracy	0.9647727272727272	0.02673180685382693
Leukocyte	family	f1_score	0.6492424242424243	0.43632417750886543
Leukocyte	family	precision	0.9396825396825398	0.06756760842473895
Leukocyte	family	recall	0.6024923144488362	0.40627664519472273
Leukocyte	subclass	accuracy	0.9647727272727272	0.02673180685382693
Leukocyte	subclass	f1_score	0.6492424242424243	0.43632417750886543
Leukocyte	subclass	precision	0.9396825396825398	0.06756760842473895
Leukocyte	subclass	recall	0.6024923144488362	0.40627664519472273
Macrophage	class	accuracy	0.8523883531188862	0.08090750598868615
Macrophage	class	f1_score	0.25788914054354173	0.16799602256954455
Macrophage	class	precision	0.16409044746709728	0.12893049111015534
Macrophage	class	recall	0.845438596491228	0.2981136098133309
Macrophage	subclass	accuracy	0.8523883531188862	0.08090750598868615
Macrophage	subclass	f1_score	0.25788914054354173	0.16799602256954455
Macrophage	subclass	precision	0.16409044746709728	0.12893049111015534
Macrophage	subclass	recall	0.845438596491228	0.2981136098133309
Microglia	class	accuracy	0.890925593008362	0.07969994708908666
Microglia	class	f1_score	0.030860291751939783	0.11012212717024583
Microglia	class	precision	1.0	0.0
Microglia	class	recall	0.019842332731453395	0.07597423049087783
Microglia	subclass	accuracy	0.890925593008362	0.07969994708908666
Microglia	subclass	f1_score	0.030860291751939783	0.11012212717024583
Microglia	subclass	precision	1.0	0.0
Microglia	subclass	recall	0.019842332731453395	0.07597423049087783
NP	subclass	accuracy	0.9225	0.04031128874149272
NP	subclass	f1_score	0.0	0.0
NP	subclass	recall	0.0	0.0
Neural stem cell	class	accuracy	0.8619958205793239	0.08070433114882417
Neural stem cell	class	f1_score	0.4099015016409952	0.20138887374286807
Neural stem cell	class	precision	0.30133754751623304	0.19457968294442196
Neural stem cell	class	recall	0.8241128004285899	0.2229056797096053
Neural stem cell	family	accuracy	0.8619958205793239	0.08070433114882417
Neural stem cell	family	f1_score	0.4099015016409952	0.20138887374286807
Neural stem cell	family	precision	0.30133754751623304	0.19457968294442196
Neural stem cell	family	recall	0.8241128004285899	0.2229056797096053
Neural stem cell	global	accuracy	0.8619958205793239	0.08070433114882417
Neural stem cell	global	f1_score	0.4099015016409952	0.20138887374286807
Neural stem cell	global	precision	0.30133754751623304	0.19457968294442196
Neural stem cell	global	recall	0.8241128004285899	0.2229056797096053
Neural stem cell	subclass	accuracy	0.8619958205793239	0.08070433114882417
Neural stem cell	subclass	f1_score	0.4099015016409952	0.20138887374286807
Neural stem cell	subclass	precision	0.30133754751623304	0.19457968294442196
Neural stem cell	subclass	recall	0.8241128004285899	0.2229056797096053
Neuron	class	accuracy	0.981049558873027	0.028628903432706
Neuron	class	f1_score	0.8641421719355862	0.15604912125766313
Neuron	class	precision	0.8477417117148799	0.21060158043601304
Neuron	class	recall	0.9252506752506752	0.12953593369796915
Neuron	family	accuracy	0.981049558873027	0.028628903432706
Neuron	family	f1_score	0.8641421719355862	0.15604912125766313
Neuron	family	precision	0.8477417117148799	0.21060158043601304
Neuron	family	recall	0.9252506752506752	0.12953593369796915
Neuron	global	accuracy	0.9423573811937427	0.07296304841829518
Neuron	global	f1_score	0.8377449872138628	0.1773854151671994
Neuron	global	precision	0.809529885506133	0.23554165994955142
Neuron	global	recall	0.9223383866510824	0.12139037122528243
Neuron	subclass	accuracy	0.981049558873027	0.028628903432706
Neuron	subclass	f1_score	0.8641421719355862	0.15604912125766313
Neuron	subclass	precision	0.8477417117148799	0.21060158043601304
Neuron	subclass	recall	0.9252506752506752	0.12953593369796915
Non-neuron	class	accuracy	1.0	0.0
Non-neuron	class	f1_score	1.0	0.0
Non-neuron	class	precision	1.0	0.0
Non-neuron	class	recall	1.0	0.0
Non-neuron	family	accuracy	1.0	0.0
Non-neuron	family	f1_score	1.0	0.0
Non-neuron	family	precision	1.0	0.0
Non-neuron	family	recall	1.0	0.0
Non-neuron	global	accuracy	0.9174737989517461	0.06817120293526344
Non-neuron	global	f1_score	0.8894587303029392	0.1726277156799174
Non-neuron	global	precision	0.980346340284986	0.08905696556788979
Non-neuron	global	recall	0.8344327905934892	0.19288515075262053
Non-neuron	subclass	accuracy	1.0	0.0
Non-neuron	subclass	f1_score	1.0	0.0
Non-neuron	subclass	precision	1.0	0.0
Non-neuron	subclass	recall	1.0	0.0
OPC	class	accuracy	0.9126445657412915	0.061571775951476504
OPC	class	f1_score	0.020938981653267366	0.09403430899138394
OPC	class	precision	1.0	0.0
OPC	class	recall	0.013680054281558038	0.06643717867987171
OPC	family	accuracy	0.9126445657412915	0.061571775951476504
OPC	family	f1_score	0.020938981653267366	0.09403430899138394
OPC	family	precision	1.0	0.0
OPC	family	recall	0.013680054281558038	0.06643717867987171
OPC	subclass	accuracy	0.9126445657412915	0.061571775951476504
OPC	subclass	f1_score	0.020938981653267366	0.09403430899138394
OPC	subclass	precision	1.0	0.0
OPC	subclass	recall	0.013680054281558038	0.06643717867987171
Oligodendrocyte	class	accuracy	0.9510381432488054	0.039290440584669496
Oligodendrocyte	class	f1_score	0.8832494028718743	0.0893047833451171
Oligodendrocyte	class	precision	0.8344470024661531	0.12659336295602036
Oligodendrocyte	class	recall	0.9501742431576506	0.0759391462018862
Oligodendrocyte	family	accuracy	0.9510381432488054	0.039290440584669496
Oligodendrocyte	family	f1_score	0.8832494028718743	0.0893047833451171
Oligodendrocyte	family	precision	0.8344470024661531	0.12659336295602036
Oligodendrocyte	family	recall	0.9501742431576506	0.0759391462018862
Oligodendrocyte	subclass	accuracy	0.9510381432488054	0.039290440584669496
Oligodendrocyte	subclass	f1_score	0.8832494028718743	0.0893047833451171
Oligodendrocyte	subclass	precision	0.8344470024661531	0.12659336295602036
Oligodendrocyte	subclass	recall	0.9501742431576506	0.0759391462018862
Pericyte	subclass	accuracy	0.9922109988776655	0.0066709590643621
Pericyte	subclass	f1_score	0.537037037037037	0.4392052305789416
Pericyte	subclass	precision	1.0	0.0
Pericyte	subclass	recall	0.48148148148148145	0.43656204570838086
SMC	subclass	accuracy	1.0	0.0
SMC	subclass	f1_score	1.0	0.0
SMC	subclass	precision	1.0	0.0
SMC	subclass	recall	1.0	0.0
SST	class	accuracy	0.9300053612112673	0.033833983615341255
SST	class	f1_score	0.2642579642579642	0.22224297749749644
SST	class	precision	1.0	0.0
SST	class	recall	0.17029671717171715	0.16278918738127277
SST	subclass	accuracy	0.9300053612112673	0.033833983615341255
SST	subclass	f1_score	0.2642579642579642	0.22224297749749644
SST	subclass	precision	1.0	0.0
SST	subclass	recall	0.17029671717171715	0.16278918738127277
SUB-ProS	subclass	accuracy	0.8928816952695173	0.03883817523484638
SUB-ProS	subclass	f1_score	0.0	0.0
SUB-ProS	subclass	recall	0.0	0.0
VIP	class	accuracy	0.9578872397155176	0.022897028989354667
VIP	class	f1_score	0.0	0.0
VIP	class	recall	0.0	0.0
VIP	subclass	accuracy	0.9578872397155176	0.022897028989354667
VIP	subclass	f1_score	0.0	0.0
VIP	subclass	recall	0.0	0.0
VLMC	subclass	accuracy	1.0	0.0
VLMC	subclass	f1_score	1.0	0.0
VLMC	subclass	precision	1.0	0.0
VLMC	subclass	recall	1.0	0.0
Vascular	class	accuracy	0.9741845856192312	0.027881053632422544
Vascular	class	f1_score	0.9096041208604414	0.1849606606804771
Vascular	class	precision	0.9950130575069873	0.015237230129547006
Vascular	class	recall	0.8693123706358377	0.190071816836293
Vascular	family	accuracy	0.9741845856192312	0.027881053632422544
Vascular	family	f1_score	0.9096041208604414	0.1849606606804771
Vascular	family	precision	0.9950130575069873	0.015237230129547006
Vascular	family	recall	0.8693123706358377	0.190071816836293
Vascular	subclass	accuracy	0.9844034649534917	0.019012160147601535
Vascular	subclass	f1_score	0.9192945423445096	0.08911727713053523
Vascular	subclass	precision	0.9843915343915345	0.045814159579597634
Vascular	subclass	recall	0.8741852845774414	0.14018144925668055
deep layer non-IT	class	accuracy	0.94	0.027080128015453175
deep layer non-IT	class	f1_score	0.2556390977443609	0.3479288950191133
deep layer non-IT	class	precision	0.6666666666666666	0.5773502691896258
deep layer non-IT	class	recall	0.1875	0.2753364944666529
